id,release_date,budget,revenue,adjusted_budget,num_of_tickets_sold,year,cost_per_ticket
9357,2002-08-21,12000000,52223306,19352839.931153186,32381793.795090716,2002,5.81
9358,2003-01-31,26000000,90426405,40401326.69983415,58193300.12273213,2003,6.03
9360,1997-04-11,45000000,136885767,91862745.09803921,67055034.208110996,1997,4.59
9361,1992-09-25,40000000,75505856,90313253.01204818,33441761.195304167,1992,4.15
9362,1990-01-19,11000000,48572000,24366430.26004728,21927381.00320171,1990,4.23
9366,1997-02-27,35000000,41954997,71448801.74291939,20552127.665955175,1997,4.59
9372,2004-01-17,65000,28575078,98075.6843800322,18938232.05763074,2004,6.21
9374,1992-07-30,55000000,149022650,124180722.89156625,66002561.09925294,1992,4.15
9378,2001-10-26,42000000,68467960,69530035.33568904,41358447.556029886,2001,5.66
9381,2008-08-20,70000000,72108608,91350974.9303621,55255048.60618997,2008,7.18
9383,2000-08-04,95000000,190213455,165148423.00556585,109418412.2145144,2000,5.39
9384,2004-03-05,60000000,170268750,90531400.96618356,112846204.642476,2004,6.21
9387,1982-04-02,20000000,79114085,63741496.59863945,24823416.211312704,1982,2.94
9388,2005-09-05,6500000,24793509,9501560.062402494,16961194.52401281,2005,6.41
9390,1996-12-06,50000000,273552592,105995475.11312218,129039749.90821771,1996,4.42
9392,2005-07-08,3500000,57051053,5116224.648985959,39028521.84951975,2005,6.41
9396,1988-05-19,0,239606210,0.0,105099415.48559234,1988,4.11
9398,2001-09-28,28000000,60780981,46353356.89045936,36715085.64140876,2001,5.66
9400,1996-11-06,9000000,41590886,19079185.52036199,19619179.94877268,1996,4.42
9408,2007-06-08,85000000,149044513,115763081.39534883,109437166.42902882,2007,6.88
9414,1997-11-14,20000000,13801755,40827886.71023965,6760945.0853788685,1997,4.59
9416,1997-08-22,0,0,0.0,0.0,1997,4.59
9422,1998-03-05,70000000,56702901,139850746.2686567,28381708.18463181,1998,4.69
9424,1998-07-24,15000000,17507368,29968017.05756929,8763026.245464249,1998,4.69
9425,1998-10-23,75000000,14567883,149840085.28784645,7291715.183564569,1998,4.69
9427,1997-08-13,3500000,257850122,7144880.174291939,126310785.48345785,1997,4.59
9428,2001-10-05,21000000,71441250,34765017.66784452,43154479.72251868,2001,5.66
9429,1998-10-01,17000000,30331165,33963752.6652452,15181767.75346852,1998,4.69
9430,1999-04-09,6500000,28451622,11989173.228346456,15425212.354322307,1999,5.08
9433,1997-09-06,0,43312294,0.0,21217014.88367129,1997,4.59
9434,1997-04-11,0,28084357,0.0,13757438.487726787,1997,4.59
9437,1997-10-03,27000000,60527873,55117647.058823526,29650260.09284952,1997,4.59
9440,1998-03-20,65000000,0,129861407.24946693,0.0,1998,4.69
9441,1998-12-25,50000000,159710793,99893390.19189763,79940621.04268944,1998,4.69
9443,1981-05-15,5500000,58972904,18537769.78417266,17496763.406616863,1981,2.78
9444,1997-11-20,53000000,139804348,108193899.78213507,68484733.97225186,1997,4.59
9447,1998-11-25,90000000,69131860,179808102.34541574,34602820.00000001,1998,4.69
9448,1998-04-24,13000000,27007143,25972281.449893385,13517982.99573106,1998,4.69
9449,1997-12-05,29000000,0,59200435.7298475,0.0,1997,4.59
9451,1999-04-23,0,0,0.0,0.0,1999,5.08
9452,1998-05-15,30000000,29202884,59936034.11513858,14617025.182497336,1998,4.69
9454,1998-07-31,26000000,65705772,51944562.89978677,32887947.778014947,1998,4.69
9455,1999-03-12,25000000,15156200,46112204.724409446,8217021.985058699,1999,5.08
9457,1998-01-30,45000000,11203026,89904051.17270787,5607491.135538955,1998,4.69
9459,1970-03-26,600000,34505110,3627096.7741935477,5707889.060832445,1970,1.55
9464,1998-01-20,1500000,2375097,2996801.7057569292,1188815.8943436502,1998,4.69
9466,1998-09-07,0,0,0.0,0.0,1998,4.69
9469,1998-05-01,25000000,21567853,49946695.095948815,10795435.49306297,1998,4.69
9471,2003-06-27,120000000,259175788,186467661.69154224,166790821.94663823,2003,6.03
9472,2004-06-18,20000000,167722310,30177133.65539452,111158542.70010674,2004,6.21
9473,1999-06-30,21000000,78608288,38734251.96850394,42617940.559231594,1999,5.08
9476,2001-05-11,65000000,117487473,107606007.0671378,70968953.80789755,2001,5.66
9481,1999-11-04,73000000,151493655,134647637.79527557,82133166.21131271,1999,5.08
9486,2003-04-06,40000000,160583018,62155887.23051409,103342112.97118466,2003,6.03
9487,1998-11-25,120000000,363258859,239744136.46055433,181823270.94023484,1998,4.69
9488,2002-08-07,38000000,119723358,61283993.11531842,74236148.34364995,2002,5.81
9489,1998-12-17,65000000,250821495,129861407.24946693,125544590.34685168,1998,4.69
9490,1998-01-16,8000000,17460020,15982942.430703621,8739326.97972252,1998,4.69
9493,1988-12-09,15000000,216614388,34197080.2919708,95014422.05763076,1988,4.11
9495,1994-05-11,15000000,94000000,33624401.913875595,41933831.376734264,1994,4.18
9502,2008-06-04,130000000,631744560,169651810.5849582,484090281.83564574,2008,7.18
9504,1992-09-15,12500000,10725228,28222891.566265058,4750234.386339381,1992,4.15
9509,2004-04-23,70000000,130293714,105619967.79388082,86352610.87940235,2004,6.21
9513,2006-06-15,60000000,141702264,85832061.06870228,99055478.03628603,2006,6.55
9515,2005-05-12,10000000,17297244,14617784.711388454,11833013.237993598,2005,6.41
9516,1993-05-26,3500000,27900000,7921497.584541062,12327214.514407685,1993,4.14
9517,2001-06-15,0,480811,0.0,290436.52721451444,2001,5.66
9526,2006-06-09,10000000,0,14305343.511450382,0.0,2006,6.55
9531,1983-06-17,39000000,75850624,116009523.80952379,25499409.34898613,1983,3.15
9532,2000-03-16,23000000,53302314,39983302.41187384,30661629.931696907,2000,5.39
9533,2002-09-29,78000000,209196298,125793459.5524957,129715100.4674493,2002,5.81
9535,1999-03-05,80000000,176885658,147559055.1181102,95899588.32870865,1999,5.08
9541,2004-03-25,35000000,36098382,52809983.89694041,23924327.878335115,2004,6.21
9543,2010-05-19,150000000,335154643,178136882.12927756,282216663.10245466,2010,7.89
9544,2002-08-09,40000000,18902015,64509466.43717728,11720459.674493063,2002,5.81
9548,1990-07-11,49000000,20423389,108541371.15839243,9219950.423692636,1990,4.23
9549,1983-10-20,27000000,21500000,80314285.7142857,7227854.85592316,1983,3.15
9552,1973-12-26,8000000,441306145,42350282.4858757,83363060.47491996,1973,1.77
9555,2002-02-04,0,0,0.0,0.0,2002,5.81
9557,2002-10-01,20000000,8586376,32254733.21858864,5324102.941302028,2002,5.81
9562,2003-11-26,80000000,19480739,124311774.46102817,12536697.563500537,2003,6.03
9563,1999-12-16,55000000,100230832,101446850.39370078,54340728.55496265,1999,5.08
9566,1996-08-15,55000000,18626419,116595022.6244344,8786421.769477054,1996,4.42
9567,2003-03-07,70000000,85632458,108772802.65339965,55108188.01921026,2003,6.03
9570,1979-12-18,20000000,35841901,74661354.58167331,9601192.263607258,1979,2.51
9571,1993-09-24,6900000,7993039,15616666.666666666,3531609.547491996,1993,4.14
9573,2002-08-04,50000000,26199517,80636833.0464716,16245378.20384205,2002,5.81
9574,1997-11-26,80000000,177977226,163311546.8409586,87184148.06189968,1997,4.59
9576,1982-12-16,21000000,177200000,66928571.42857142,55599573.105656356,1982,2.94
9582,2003-01-17,20000000,17432163,31077943.615257043,11218350.36179296,2003,6.03
9583,2002-06-07,27000000,73839240,43543889.845094666,45785057.03308431,2002,5.81
9587,1994-12-21,18000000,50083616,40349282.296650715,22342530.937033087,1994,4.18
9588,1990-10-17,0,0,0.0,0.0,1990,4.23
9591,1996-10-04,0,34585416,0.0,16314571.9018143,1996,4.42
9593,1993-06-18,85000000,137298489,192379227.05314007,60663366.53788688,1993,4.14
9594,1991-08-10,15000000,30102717,33384798.099762466,13525340.295624334,1991,4.21
9598,1995-07-18,30000000,254134910,64620689.65517241,117981521.71824974,1995,4.35
9600,2000-05-31,30000000,173959438,52152133.58070501,100068449.39381003,2000,5.39
9603,1995-07-19,12000000,56631572,25848275.862068962,26291071.312700108,1995,4.35
9607,1993-05-28,48000000,20915465,108637681.15942028,9241197.982924227,1993,4.14
9610,1984-06-29,18000000,100000000,50196428.571428575,35859124.866595514,1984,3.36
9613,2002-12-13,0,0,0.0,0.0,2002,5.81
9614,1996-02-16,12000000,41205099,25438914.02714932,19437197.18036286,1996,4.42
9615,2006-06-03,85000000,158468292,121595419.84732825,110775593.660619,2006,6.55
9616,2003-09-05,35000000,11560806,54386401.32669982,7439878.354322307,2003,6.03
9618,1989-12-22,55000000,63408614,129811083.12342566,26865762.8153682,1989,3.97
9619,1997-02-07,116000000,178127760,236801742.91939,87257888.83671291,1997,4.59
9620,2003-12-25,60000000,96269812,93233830.84577112,61953785.097118475,2003,6.03
9621,2005-10-06,57000000,52034889,83321372.85491419,35596973.157950915,2005,6.41
9623,1996-02-02,44000000,22754725,93276018.0995475,10733819.050160086,1996,4.42
9624,1994-02-18,50000000,49000000,112081339.71291865,21859124.86659552,1994,4.18
9625,1996-10-04,45000000,20350000,95395927.60180995,9599466.382070437,1996,4.42
9626,1985-04-09,17900000,6948633,47245915.49295775,2632619.7598719317,1985,3.55
9631,1998-07-29,50000000,44547681,99893390.19189763,22297611.94130203,1998,4.69
9637,2002-06-14,84000000,275650703,135469879.51807228,170921086.9188901,2002,5.81
9641,2005-12-21,60000000,129181830,87706708.26833072,88373055.52828176,2005,6.41
9644,1993-02-04,0,0,0.0,0.0,1993,4.14
9645,2002-10-25,35000000,68349884,56445783.13253012,42381304.80683031,2002,5.81
9647,1988-11-22,32000000,60328558,72953771.2895377,26462152.97545358,1988,4.11
9654,2003-05-30,60000000,176070171,93233830.84577112,113308765.32870866,2003,6.03
9655,2006-03-17,20000000,33889159,28610687.022900764,23689860.346851654,2006,6.55
9656,2006-12-25,9000000,21510851,12874809.160305344,15036934.263607258,2006,6.55
9659,1979-04-12,400000,100000000,1493227.091633466,26787620.064034153,1979,2.51
9664,2006-09-22,60000000,17800000,85832061.06870228,12442902.881536819,2006,6.55
9665,1989-12-15,18000000,26828365,42483627.204030216,11366980.688367132,1989,3.97
9667,2005-03-04,29000000,21126225,42391575.66302651,14452412.193169693,2005,6.41
9671,1986-09-26,5000000,328203506,12628032.345013475,129950374.30736394,1986,3.71
9672,2006-11-16,13000000,1151330,18596946.564885497,804825.1334044824,2006,6.55
9675,2004-10-22,16000000,109502303,24141706.924315616,72573031.12379937,2004,6.21
9676,2006-09-15,50000000,49111202,71526717.5572519,34330669.487726785,2006,6.55
9678,2000-11-10,85000000,58292295,147764378.4786642,33532067.241195302,2000,5.39
9679,2000-06-09,90000000,237202299,156456400.74211502,136448280.85485592,2000,5.39
9682,2006-08-11,38000000,29907685,54360305.34351145,20906652.80149413,2006,6.55
9683,2001-08-24,0,0,0.0,0.0,2001,5.66
9685,2002-09-13,9000000,4777465,14514629.948364887,2962334.220917823,2002,5.81
9686,1989-03-10,15000000,0,35403022.670025185,0.0,1989,3.97
9689,2002-05-03,16000000,0,25803786.57487091,0.0,2002,5.81
9691,1995-10-06,50000000,30303072,107701149.42528735,14068128.409818571,1995,4.35
9693,2006-09-22,76000000,69959751,108720610.6870229,48904628.50053362,2006,6.55
9697,2006-07-21,75000000,42285169,107290076.33587787,29559002.876200642,2006,6.55
9700,2005-09-03,9600000,4386236,14033073.322932914,3000616.089647813,2005,6.41
9701,2005-02-12,35000000,25224242,51162246.48985959,17255858.187833514,2005,6.41
9702,1993-02-05,35000000,0,79214975.84541062,0.0,1993,4.14
9703,2007-04-19,67000000,25303038,91248546.5116279,18578964.934898615,2007,6.88
9705,2001-06-07,102000000,147080413,168858657.24381623,88844731.8655283,2001,5.66
9707,2002-06-09,1000000,0,1612736.660929432,0.0,2002,5.81
9709,2004-08-20,0,0,0.0,0.0,2004,6.21
9713,1998-10-08,60000000,12069719,119872068.23027717,6041300.118463182,1998,4.69
9715,1998-05-29,30000000,81471882,59936034.11513858,40779415.856990404,1998,4.69
9716,1996-12-06,20000000,0,42398190.045248866,0.0,1996,4.42
9718,2006-08-04,72500000,162966177,103713740.45801526,113919792.886873,2006,6.55
9725,1981-05-01,1250000,21722776,4213129.496402877,6444964.490928495,1981,2.78
9726,2006-09-09,35000000,42064105,50068702.29007634,29404470.410885807,2006,6.55
9728,1982-08-13,4000000,36690067,12748299.31972789,11512144.821771612,1982,2.94
9729,2005-10-07,25000000,0,36544461.778471135,0.0,2005,6.41
9730,1984-04-13,2600000,32980880,7250595.238095238,11826654.941302028,1984,3.36
9731,1985-03-22,2200000,21930418,5806760.563380281,8308749.615795091,1985,3.55
9737,1995-04-07,19000000,141407024,40926436.78160919,65647871.33404483,1995,4.35
9741,2000-11-13,75000000,248118121,130380333.95176253,142727499.7001067,2000,5.39
9746,1997-12-25,28000000,5684789,57159041.39433551,2784757.8986125933,1997,4.59
9754,2006-02-10,45000000,82800000,64374045.80152672,57880469.583778016,2006,6.55
9759,2004-09-06,25000000,56422687,37721417.06924315,37394331.512273215,2004,6.21
9760,2007-01-25,20000000,86865564,27238372.09302325,63781758.83884739,2007,6.88
9762,2006-08-11,12000000,114194847,17166412.213740457,79826707.3479189,2006,6.55
9763,2005-06-06,30000000,27610873,43853354.13416536,18888548.124866597,2005,6.41
9766,2006-09-15,30000000,41480851,42916030.53435114,28996752.833511207,2006,6.55
9767,2006-06-01,52000000,204999686,74387786.25954199,143302875.4855923,2006,6.55
9770,1997-11-07,50000000,10541523,102069716.77559912,5163883.7321238,1997,4.59
9772,1997-07-25,85000000,315156409,173518518.5185185,154382915.40128067,1997,4.59
9776,2003-01-01,35200000,37788228,54697180.76285239,24318358.040554967,2003,6.03
9778,2001-10-05,28000000,77516304,46353356.89045936,46824149.48132338,2001,5.66
9779,2005-06-01,25000000,39053061,36544461.778471135,26716128.17609392,2005,6.41
9781,1999-08-13,6500000,4217115,11989173.228346456,2286333.425827108,1999,5.08
9782,2006-02-12,0,10639686,0.0,7437560.651013874,2006,6.55
9783,2007-06-15,0,0,0.0,0.0,2007,6.88
9787,2005-06-03,25000000,13411957,36544461.778471135,9175095.450373534,2005,6.41
9792,2006-03-10,15000000,69623713,21458015.26717557,48669724.66915689,2006,6.55
9793,2007-03-22,15000000,0,20428779.06976744,0.0,2007,6.88
9794,2006-10-06,12000000,38368909,17166412.213740457,26821382.491995733,2006,6.55
9798,1998-11-20,90000000,250649836,179808102.34541574,125458669.2465315,1998,4.69
9799,2001-06-22,38000000,207283925,62908127.20848056,125210994.18356459,2001,5.66
9800,1993-12-22,26000000,206678440,58845410.62801932,91317901.98505871,1993,4.14
9801,2004-11-10,50000000,40203020,75442834.1384863,26644690.949839916,2004,6.21
9802,1996-06-06,75000000,335062621,158993212.66968325,158055153.12913555,1996,4.42
9804,1995-07-28,175000000,264218220,376954022.9885057,122662674.17289223,1995,4.35
9806,2004-11-05,92000000,631442092,138814814.8148148,418490436.6403416,2004,6.21
9809,2006-11-17,4000000,4630045,5722137.404580153,3236584.2849519746,2006,6.55
9813,2005-09-12,900000,381420,1315600.6240249607,260928.7299893277,2005,6.41
9816,2001-01-12,13000000,91038276,21521201.413427558,54992170.98826041,2001,5.66
9819,1996-12-18,23000000,12803305,48757918.552036196,6039552.6254002135,1996,4.42
9821,1998-10-23,0,0,0.0,0.0,1998,4.69
9822,1998-12-25,90000000,0,179808102.34541574,0.0,1998,4.69
9823,1997-11-21,30000000,51376861,61241830.06535948,25167533.8303095,1997,4.59
9824,1999-08-06,68000000,29762011,125425196.85039368,16135647.372465316,1999,5.08
9825,1999-07-15,27000000,56870414,49801181.1023622,30832625.73319104,1999,5.08
9826,1996-06-06,45000000,17300889,95395927.60180995,8161145.077908218,1996,4.42
9829,2006-04-28,15000000,76286096,21458015.26717557,53326993.46851654,2006,6.55
9833,2004-12-08,70000000,154648887,105619967.79388082,102494086.26147279,2004,6.21
9836,2006-11-16,100000000,384335608,143053435.1145038,268665766.5314835,2006,6.55
9837,1998-12-15,70000000,218613188,139850746.2686567,109423249.91675563,1998,4.69
9839,2003-10-23,35000000,0,54386401.32669982,0.0,2003,6.03
9842,2006-09-29,20000000,17807569,28610687.022900764,12448193.911419423,2006,6.55
9849,1999-02-11,65000000,36850101,119891732.28346455,19978496.59338314,1999,5.08
9869,1992-06-04,45000000,178051587,101602409.6385542,78859560.94450374,1992,4.15
9870,2008-04-17,30000000,105173115,39150417.827298045,80591565.17609392,2008,7.18
9877,1998-09-25,14000000,72527595,27970149.253731336,36302499.52508005,1998,4.69
9879,1996-06-28,50000000,113309743,105995475.11312218,53450273.64567769,1996,4.42
9880,2001-08-03,37000000,165335153,61252650.176678434,99871607.8954109,2001,5.66
9882,1998-11-06,70000000,116672912,139850746.2686567,58398714.75773747,1998,4.69
9884,2002-02-06,85000000,78382433,137082616.17900172,48602127.61259338,2002,5.81
9889,2001-11-01,40000000,141069860,66219081.272084795,85214024.29028817,2001,5.66
9890,2004-06-10,90000000,102000000,135797101.44927534,67600853.7886873,2004,6.21
9893,2004-07-09,10000000,10143022,15088566.82769726,6722323.011739595,2004,6.21
9894,1996-06-10,47000000,102825796,99635746.60633484,48504804.51654216,1996,4.42
9895,2006-10-09,20000000,41237648,28610687.022900764,28826744.33297759,2006,6.55
9896,2001-07-30,48000000,85498534,79462897.52650176,51645859.38527215,2001,5.66
9899,2005-12-25,45000000,38058335,65780031.201248035,26035637.924226258,2005,6.41
9900,2006-01-06,5000000,6538177,7152671.755725191,4570443.900747065,2006,6.55
9902,2003-05-30,12600000,28650575,19579104.477611937,18437883.377801497,2003,6.03
9903,2006-10-14,25000000,11772461,35763358.77862595,8229415.106723586,2006,6.55
9906,2006-07-27,50000000,55181129,71526717.5572519,38573788.14834578,2006,6.55
9907,2006-08-04,51000000,72779000,72957251.90839694,50875394.877267875,2006,6.55
9912,2005-10-12,25000000,0,36544461.778471135,0.0,2005,6.41
9913,2005-07-29,43000000,91974818,62856474.25897035,62919806.12379937,2005,6.41
9916,2007-02-09,0,0,0.0,0.0,2007,6.88
9918,2006-01-13,0,42647449,0.0,29812250.9018143,2006,6.55
9919,2003-02-07,50000000,177371441,77694859.0381426,114146188.81856993,2003,6.03
9920,2006-03-03,30000000,31070211,42916030.53435114,21719304.3810032,2006,6.55
9922,1997-12-25,80000000,17626234,163311546.8409586,8634409.184631804,1997,4.59
9923,2005-09-22,50000000,22944502,73088923.55694227,15696292.189967986,2005,6.41
9928,2005-03-10,75000000,260696994,109633385.3354134,178342340.6125934,2005,6.41
9930,1986-06-18,40000000,93151591,101024258.7601078,36882860.470651016,1986,3.71
9932,2002-12-06,60000000,55003135,96764199.65576592,34105465.77908218,2002,5.81
9942,1989-02-16,11000000,49797148,25962216.624685135,21098684.905016012,1989,3.97
9944,1993-12-16,45000000,195268056,101847826.08695652,86276387.60298827,1993,4.14
9945,1998-04-15,20000000,0,39957356.076759055,0.0,1998,4.69
9946,1999-11-24,100000000,211989043,184448818.89763778,114931092.68303096,1999,5.08
9947,2005-01-13,43000000,56681566,62856474.25897035,38775756.46318037,2005,6.41
9950,2006-03-16,13000000,2636637,18596946.564885497,1843113.3778014942,2006,6.55
9952,2006-09-09,10000000,7177143,14305343.511450382,5017106.3660619,2006,6.55
9954,2006-09-08,20000000,37597471,28610687.022900764,26282116.867662754,2006,6.55
9955,2007-03-30,53000000,0,72181686.04651162,0.0,2007,6.88
9957,2006-04-07,0,0,0.0,0.0,2006,6.55
9962,2002-01-12,8000000,16856124,12901893.287435455,10451876.247598719,2002,5.81
9963,2007-02-08,20000000,84146832,27238372.09302325,61785507.38100321,2007,6.88
9969,2006-11-22,51000000,47231070,72957251.90839694,33016382.977588046,2006,6.55
9975,2006-02-10,50000000,69834815,71526717.5572519,48817293.30309498,2006,6.55
9978,2006-07-21,40000000,23937870,57221374.04580153,16733516.382070439,2006,6.55
9981,2005-05-13,45000000,56070433,65780031.201248035,38357681.48665956,2005,6.41
9982,2005-11-04,150000000,314432665,219266770.6708268,215102815.6510139,2005,6.41
9986,2006-12-15,85000000,144000000,121595419.84732825,100661686.23265742,2006,6.55
9988,2006-08-25,17500000,19179969,25034351.14503817,13407555.704375667,2006,6.55
9989,2001-01-12,30000000,18195610,49664310.954063594,10991158.228388475,2001,5.66
9991,2001-12-26,0,0,0.0,0.0,2001,5.66
9992,2006-12-13,86000000,107944236,123025954.19847327,75457283.43649946,2006,6.55
10003,1997-04-03,68000000,118063304,138814814.8148148,57834638.77908218,1997,4.59
10008,2005-05-05,14000000,29612137,20464898.595943835,20257609.196371403,2005,6.41
10012,2005-02-25,35000000,19294901,51162246.48985959,13199606.767342584,2005,6.41
10013,1986-10-05,18000000,41382841,45460916.44204851,16385308.442902884,1986,3.71
10014,1985-10-31,3000000,29999213,7918309.859154929,11365763.729989327,1985,3.55
10016,2001-08-24,28000000,14010832,46353356.89045936,8463320.076840984,2001,5.66
10017,1986-11-21,2700000,3500000,6819137.466307277,1385805.7630736395,1986,3.71
10022,2005-03-04,56000000,113006880,81859594.38377534,77307801.57950908,2005,6.41
10024,2009-06-26,30000000,95714875,37479999.99999999,76612760.13874067,2009,7.5
10025,2006-05-12,28000000,38159905,40054961.83206107,26675280.44290288,2006,6.55
10027,2005-02-02,45000000,50871113,65780031.201248035,34800836.10779083,2005,6.41
10028,2003-11-24,18000000,62646763,27970149.253731336,40315899.77481324,2003,6.03
10029,1998-09-11,30000000,9898412,59936034.11513858,4954487.970117397,1998,4.69
10030,2007-09-21,25000000,59192128,34047965.116279066,43462309.56670225,2007,6.88
10034,2001-07-16,0,0,0.0,0.0,2001,5.66
10040,2005-03-11,0,101393569,0.0,69363156.59445038,2005,6.41
10048,2005-07-28,135000000,76932943,197340093.60374412,52629686.72678763,2005,6.41
10050,2001-03-08,22000000,0,36420494.69964664,0.0,2001,5.66
10052,2002-02-22,60000000,52322400,96764199.65576592,32443238.420490928,2002,5.81
10053,2006-02-03,15000000,66966987,21458015.26717557,46812568.28708645,2006,6.55
10054,2001-03-18,35000000,147934180,57941696.1130742,89360454.5144077,2001,5.66
10060,2005-11-09,40000000,46442528,58471138.845553815,31771249.144076847,2005,6.41
10061,1996-08-09,50000000,42277365,105995475.11312218,19943004.62113127,1996,4.42
10065,2005-04-15,19000000,108047131,27773790.95163806,73914846.28708646,2005,6.41
10066,2005-04-30,40000000,68766121,58471138.845553815,47042778.613660626,2005,6.41
10067,2006-03-09,50000000,61112916,71526717.5572519,42720341.4941302,2006,6.55
10068,1986-02-14,17000000,6735922,42935309.97304582,2667051.293489862,1986,3.71
10069,2006-03-24,9000000,27105095,12874809.160305344,18947531.723585915,2006,6.55
10070,2005-10-14,3200000,658573,4677691.107644305,450528.5944503736,2005,6.41
10071,2007-09-07,0,0,0.0,0.0,2007,6.88
10072,1987-02-27,5000000,44793222,11982097.186700767,18691728.710779082,1987,3.91
10073,2006-02-17,20000000,48548426,28610687.022900764,33937266.840981856,2006,6.55
10074,2007-08-03,0,14334401,0.0,10525152.49519744,2007,6.88
10075,2007-01-26,0,0,0.0,0.0,2007,6.88
10077,2005-05-15,80000000,5989640,116942277.69110763,4097501.8569903956,2005,6.41
10090,2007-02-23,10000000,20342161,13619186.046511626,14936399.965848453,2007,6.88
10092,2005-09-16,1000000,10047674,1461778.4711388452,6873595.553895412,2005,6.41
10096,2004-04-13,37000000,96455697,55827697.262479864,63926347.74493064,2004,6.21
10105,2003-09-11,780000,0,1212039.8009950246,0.0,2003,6.03
10115,2006-04-21,0,0,0.0,0.0,2006,6.55
10117,1988-02-12,7000000,20256975,15958637.469586372,8885396.718249734,1988,4.11
10131,1988-08-19,7000000,72500000,15958637.469586372,31800960.51227322,1988,4.11
10132,1988-12-21,4000000,3468572,9119221.411192212,1521433.395944504,1988,4.11
10133,2002-10-01,7500000,0,12095524.95697074,0.0,2002,5.81
10135,1989-05-19,15000000,30050028,35403022.670025185,12731975.577374602,1989,3.97
10136,1986-12-12,25000000,79817939,63140161.72506738,31603474.246531487,1986,3.71
10137,1999-12-17,133000000,300135367,245316929.13385823,162720134.9370331,1999,5.08
10138,2010-04-28,200000000,623933331,237515842.83903676,525382495.36712915,2010,7.89
10139,2008-11-26,20000000,54586584,26100278.55153203,41828353.58804696,2008,7.18
10140,2010-08-13,155000000,415686217,184074778.2002535,350028201.9348986,2010,7.89
10147,2003-11-26,23000000,76488889,35739635.1575456,49223906.15474921,2003,6.03
10152,2003-06-13,19000000,39267515,29524046.43449419,25270343.164354328,2003,6.03
10153,1998-02-13,75000000,13100000,149840085.28784645,6556990.394877269,1998,4.69
10154,1999-08-16,0,0,0.0,0.0,1999,5.08
10156,1981-06-12,11000000,31672907,37075539.56834532,9397084.467449307,1981,2.78
10159,2003-09-26,85000000,80916492,132081260.36484243,52073260.05976522,2003,6.03
10160,1989-08-11,8000000,22168359,18881612.090680096,9392570.462113129,1989,3.97
10162,1998-09-15,3000000,43515982,5993603.4115138585,21781211.90821772,1998,4.69
10163,1992-03-05,10000000,32101000,22578313.253012046,14217625.400213448,1992,4.15
10167,2002-11-15,13000000,19233280,20965576.592082616,11925865.186766276,2002,5.81
10179,1984-03-16,9000000,0,25098214.285714287,0.0,1984,3.36
10183,2008-08-01,0,0,0.0,0.0,2008,7.18
10184,2009-02-06,40000000,177259441,49973333.33333333,141883223.85272148,2009,7.5
10185,2008-08-07,15000000,3533227,19575208.913649023,2707424.74493063,2008,7.18
10186,2008-08-20,15000000,8762890,19575208.913649023,6714786.574172893,2008,7.18
10187,2008-08-01,21000000,17600000,27405292.47910863,13486446.104589116,2008,7.18
10188,2008-08-06,27000000,44352417,35235376.04456824,33986163.72038421,2008,7.18
10189,2008-08-06,27000000,101624843,35235376.04456824,77872611.81856991,2008,7.18
10191,2010-03-05,165000000,494878759,195950570.34220532,416712210.0864461,2010,7.89
10192,2010-05-16,165000000,752600867,195950570.34220532,633726877.3351121,2010,7.89
10193,2010-06-16,200000000,1066969703,237515842.83903676,898440870.5090715,2010,7.89
10195,2011-04-21,150000000,449326618,177238335.43505675,380273220.9967983,2011,7.93
10196,2010-06-30,150000000,318502923,178136882.12927756,268195097.38207045,2010,7.89
10197,2009-12-03,80000000,53825515,99946666.66666666,43083389.80789755,2009,7.5
10198,2009-12-08,105000000,267045765,131179999.99999999,213750612.3265742,2009,7.5
10199,2008-12-19,60000000,50877145,78300835.65459609,38985901.93169691,2008,7.18
10200,2008-12-10,80000000,233093859,104401114.20612812,178614077.6542156,2008,7.18
10201,2008-12-09,70000000,225990978,91350974.9303621,173171315.05229458,2008,7.18
10202,2008-12-24,80000000,212874442,104401114.20612812,163120436.87940237,2008,7.18
10204,2004-06-16,110000000,72178895,165974235.10466987,47836813.014941305,2004,6.21
10207,1999-02-22,80000000,118880016,147559055.1181102,64451492.13233725,1999,5.08
10208,1999-07-14,24000000,16290976,44267716.53543307,8832247.393810032,1999,5.08
10212,1999-03-16,12000000,0,22133858.267716534,0.0,1999,5.08
10214,2005-02-18,84000000,0,122789391.575663,0.0,2005,6.41
10215,1998-04-23,6000000,58000000,11987206.823027717,29030949.839914627,1998,4.69
10217,1997-05-14,5000000,3263585,10206971.677559912,1598703.8580576307,1997,4.59
10218,1996-10-18,200000,4505922,423981.9004524887,2125525.6392742796,1996,4.42
10219,1999-12-22,35000000,0,64557086.614173226,0.0,1999,5.08
10220,1998-09-11,12000000,22921898,23974413.646055434,11473180.535752403,1998,4.69
10223,1998-12-11,30000000,16316273,59936034.11513858,8166843.155816437,1998,4.69
10225,1986-08-01,3000000,19472057,7576819.407008085,7709853.945570972,1986,3.71
10229,2002-01-25,11000000,41227069,17740103.27022375,25563422.720384207,2002,5.81
10246,1981-11-13,4000000,125728258,13482014.38848921,37302514.113127,1981,2.78
10269,1983-11-18,12000000,30400000,35695238.09523809,10219850.586979724,1983,3.15
10279,1999-07-02,22000000,19288130,40578740.157480314,10457171.867662754,1999,5.08
10280,1996-10-25,0,0,0.0,0.0,1996,4.42
