id,release_date,budget,revenue,adjusted_budget,num_of_tickets_sold,year,cost_per_ticket
17043,2002-07-26,0,33082548,0.0,20513298.17289221,2002,5.81
17044,1998-09-25,0,0,0.0,0.0,1998,4.69
17047,2004-12-03,26000000,28818995,39230273.75201288,19099888.895410888,2004,6.21
17113,2005-03-25,1500000,712294,2192667.706708268,487279.0330843117,2005,6.41
17127,1998-04-17,15000000,46905889,29968017.05756929,23477974.32337247,1998,4.69
17130,2002-02-15,12000000,61141030,19352839.931153186,37911353.71398079,2002,5.81
17134,2009-03-19,20000000,17280326,24986666.666666664,13831637.673425829,2009,7.5
17170,1988-04-01,25000000,16118077,56995133.819951326,7069935.589114196,1988,4.11
17182,1996-01-12,20000000,26877589,42398190.045248866,12678649.240128068,1996,4.42
17186,2005-08-16,0,3102550,0.0,2122448.8260405553,2005,6.41
17187,2002-11-22,0,16318449,0.0,10118483.318036286,2002,5.81
17202,2007-10-12,15000000,55184721,20428779.06976744,40519837.83137674,2007,6.88
17264,1979-10-17,2700000,37799643,10079282.868525896,10125624.752401281,1979,2.51
17277,1964-03-24,19000000,4750000,191430107.5268817,471451.44076840987,1964,0.93
17287,2006-12-26,0,0,0.0,0.0,2006,6.55
17332,2009-04-24,60000000,31720158,74959999.99999999,25389667.556029886,2009,7.5
17334,2008-10-29,14000000,115592,18270194.98607242,88575.29989327643,2008,7.18
17339,1978-11-01,5000000,7230000,20021367.52136752,1805570.9711846318,1978,2.34
17345,2003-01-01,0,0,0.0,0.0,2003,6.03
17379,2006-01-13,45000000,38399961,64374045.80152672,26843089.066168625,2006,6.55
17403,2003-07-18,0,0,0.0,0.0,2003,6.03
17431,2009-06-12,5000000,9760104,6246666.666666666,7812249.733191036,2009,7.5
17436,2008-11-05,18000000,382174,23490250.696378827,292850.51440768415,2008,7.18
17577,2009-05-26,10000000,0,12493333.333333332,0.0,2009,7.5
17578,2011-10-25,130000000,371940071,153606557.37704918,314779590.5048026,2011,7.93
17610,2009-06-18,60000000,62357900,74959999.99999999,49912940.2347919,2009,7.5
17622,2008-09-10,0,0,0.0,0.0,2008,7.18
17644,1998-01-01,0,0,0.0,0.0,1998,4.69
17654,2009-08-05,30000000,210819611,37479999.99999999,168745686.4994664,2009,7.5
17663,1985-12-01,0,0,0.0,0.0,1985,3.55
17707,1999-08-13,25000000,13000000,46112204.724409446,7048025.61366062,1999,5.08
17708,2001-10-12,11000000,23978402,18210247.34982332,14484285.519743865,2001,5.66
17709,1999-08-27,70000000,0,129114173.22834645,0.0,1999,5.08
17710,2002-06-28,0,0,0.0,0.0,2002,5.81
17711,2000-06-30,76000000,35134820,132118738.4044527,20210958.356456775,2000,5.39
17734,2001-09-02,0,0,0.0,0.0,2001,5.66
17768,1966-10-16,0,0,0.0,0.0,1966,1.09
17795,1996-12-20,21500000,0,45578054.29864253,0.0,1996,4.42
17813,2003-06-16,30000000,15368897,46616915.42288556,9890549.510138743,2003,6.03
17820,1951-07-13,2300000,11000000,40662264.15094339,622198.5058697973,1951,0.53
17834,1997-07-11,28000000,8345056,57159041.39433551,4087919.6414087513,1997,4.59
17880,2005-02-18,14000000,32645546,20464898.595943835,22332758.78975454,2005,6.41
17908,2000-01-14,6000000,35547761,10430426.716141002,20448498.59018143,2000,5.39
17917,1968-09-26,10000000,37402877,71526717.5572519,5229217.59551761,1968,1.31
17926,2005-08-26,9000000,1046166,13156006.240249608,715680.2625400214,2005,6.41
17979,2009-11-04,200000000,325233863,249866666.66666663,260325930.89647815,2009,7.5
17994,1986-12-31,2000000,7369373,5051212.938005391,2917862.7353255074,1986,3.71
17995,2003-04-04,0,0,0.0,0.0,2003,6.03
18041,2000-04-21,14000000,5108820,24337662.33766234,2938798.271077908,2000,5.39
18045,2005-03-11,500000,0,730889.2355694226,0.0,2005,6.41
18065,2009-02-06,0,0,0.0,0.0,2009,7.5
18074,2000-09-09,0,0,0.0,0.0,2000,5.39
18126,2009-04-10,35000000,155545279,43726666.666666664,124502624.59978656,2009,7.5
18147,2006-12-08,26000000,0,37193893.129770994,0.0,2006,6.55
18162,2009-06-05,100000000,68688831,124933333.33333331,54980387.67342583,2009,7.5
18191,2005-08-31,10000000,0,14617784.711388454,0.0,2005,6.41
18206,2006-04-28,1000000,10018,1430534.3511450381,7002.977588046959,2006,6.55
18238,2009-03-16,0,0,0.0,0.0,2009,7.5
18239,2009-03-15,50000000,709827462,62466666.66666666,568164990.9284953,2009,7.5
18240,2009-06-01,40000000,317375031,49973333.33333333,254035510.40554965,2009,7.5
18254,1981-12-25,32000000,40382659,107856115.10791367,11981194.452508004,1981,2.78
18276,2006-05-05,0,0,0.0,0.0,2006,6.55
18292,2000-10-01,42000,241816,73012.98701298701,139102.26680896478,2000,5.39
18320,2009-03-04,35000000,27409889,43726666.666666664,21939612.326574177,2009,7.5
18357,2002-07-26,35000000,18012097,56445783.13253012,11168653.529348986,2002,5.81
18360,2009-05-20,150000000,413106170,187399999.99999997,330661288.6872999,2009,7.5
18405,2009-03-13,15000000,32721635,18739999.999999996,26191276.68089648,2009,7.5
18442,2004-02-27,5000000,0,7544283.41384863,0.0,2004,6.21
18475,2004-09-03,16000000,12,24141706.924315616,7.953041622198507,2004,6.21
18480,2009-07-08,42000000,0,52471999.99999999,0.0,2009,7.5
18487,2009-06-11,100000000,150166126,124933333.33333331,120197005.86979724,2009,7.5
18501,2009-09-03,50000000,40828540,62466666.66666666,32680261.472785488,2009,7.5
18516,2008-08-08,10000000,0,13050139.275766015,0.0,2008,7.18
18530,2009-02-07,11500000,0,14367333.333333332,0.0,2009,7.5
18533,2008-10-09,230000,2260712,300153.20334261836,1732327.871931697,2008,7.18
18550,1996-07-19,25000000,17193231,52997737.55656109,8110360.834578441,1996,4.42
18570,2008-09-07,0,0,0.0,0.0,2008,7.18
18602,2002-01-01,0,0,0.0,0.0,2002,5.81
18615,2006-08-30,16800000,2281089,24032977.09923664,1594571.2860192102,2006,6.55
18616,2008-05-01,2000000,0,2610027.855153203,0.0,2008,7.18
18632,2007-03-03,120000,0,163430.2325581395,0.0,2007,6.88
18681,1999-09-04,15000000,17589705,27667322.834645666,9536360.875133405,1999,5.08
18701,2004-09-03,0,0,0.0,0.0,2004,6.21
18712,1949-12-14,1000000,7800000,20369565.2173913,382924.2262540022,1949,0.46
18713,1995-02-03,0,0,0.0,0.0,1995,4.35
18734,2001-01-20,700000,1667192,1158833.922261484,1007076.4909284953,2001,5.66
18736,2003-04-25,17000000,55534455,26416252.072968487,35738822.16115262,2003,6.03
18777,2005-09-12,15500000,1237615,22657566.302652102,846650.1760939169,2005,6.41
18785,2009-06-05,35000000,459270619,43726666.666666664,367612555.22945577,2009,7.5
18808,2002-01-01,14000000,0,22578313.25301205,0.0,2002,5.81
18823,2010-04-01,125000000,232713139,148447401.77439797,195955887.5891142,2010,7.89
18828,2001-01-12,24000000,31600000,39731448.76325088,19088153.681963716,2001,5.66
18840,2005-10-30,0,0,0.0,0.0,2005,6.41
18841,2001-09-12,0,0,0.0,0.0,2001,5.66
18869,2006-01-01,1000000,0,1430534.3511450381,0.0,2006,6.55
18885,1994-05-06,20000000,11798854,44832535.88516746,5263522.915688368,1994,4.18
18886,1991-01-18,35000000,14587732,77897862.23277909,6554359.842049094,1991,4.21
18892,1999-01-30,3000000,3076820,5533464.566929134,1668115.8591248668,1999,5.08
18900,1967-12-14,3500000,13007551,27329166.666666664,1665854.9839914623,1967,1.2
18923,2004-07-23,6500000,1548955,9807568.43800322,1026575.2988260407,2004,6.21
18925,2006-09-29,100000,10178331,143053.4351145038,7115055.288153682,2006,6.55
18937,1998-05-15,40000000,38172500,79914712.15351811,19106619.530416224,1998,4.69
18947,2009-04-01,50000000,36348784,62466666.66666666,29094544.290288158,2009,7.5
18975,1996-07-26,0,0,0.0,0.0,1996,4.42
19052,1999-11-04,0,0,0.0,0.0,1999,5.08
19084,2004-04-07,12000000,31179516,18106280.193236712,20664332.375667024,2004,6.21
19150,2000-08-21,0,0,0.0,0.0,2000,5.39
19153,2003-04-23,7500000,5345083,11654228.85572139,3439791.9413020285,2003,6.03
19187,2003-01-01,1000000,0,1553897.180762852,0.0,2003,6.03
19255,2009-06-05,17000000,14899417,21238666.666666664,11925894.076840984,2009,7.5
19265,2009-06-19,15000000,35097815,18739999.999999996,28093235.058697976,2009,7.5
19316,2004-09-12,0,0,0.0,0.0,2004,6.21
19344,2006-03-08,900000,0,1287480.9160305343,0.0,2006,6.55
19366,2001-04-06,22000000,0,36420494.69964664,0.0,2001,5.66
19405,2001-01-27,10000000,44460850,16554770.318021199,26856820.811099257,2001,5.66
19419,2000-05-12,0,0,0.0,0.0,2000,5.39
19457,2000-04-27,0,0,0.0,0.0,2000,5.39
19489,1999-10-08,0,0,0.0,0.0,1999,5.08
19495,2005-07-17,25000000,0,36544461.778471135,0.0,2005,6.41
19556,2009-03-13,0,0,0.0,0.0,2009,7.5
19585,2009-07-21,150000000,292817841,187399999.99999997,234379275.08004272,2009,7.5
19615,2009-01-01,0,0,0.0,0.0,2009,7.5
19724,2009-06-19,55000000,0,68713333.33333333,0.0,2009,7.5
19803,2005-09-02,0,0,0.0,0.0,2005,6.41
19840,2009-07-10,18000000,15345201,22487999.999999996,12282711.579509074,2009,7.5
19844,2007-01-01,500000,0,680959.3023255813,0.0,2007,6.88
19848,1998-04-08,4500000,23261485,8990405.117270786,11643155.24546425,1998,4.69
19898,2009-09-08,33000000,20645327,41227999.99999999,16525074.973319106,2009,7.5
19899,2009-09-19,70000000,171844840,87453333.33333333,137549231.59018144,2009,7.5
19901,2009-01-06,20000000,51416464,24986666.666666664,41155120.597652085,2009,7.5
19904,2009-10-16,20000000,31198531,24986666.666666664,24972143.27641409,2009,7.5
19905,2009-08-14,10000000,0,12493333.333333332,0.0,2009,7.5
19908,2009-10-07,23600000,102391382,29484266.666666664,81956815.90181431,2009,7.5
19912,2009-08-26,40000000,186167139,49973333.33333333,149013184.89861262,2009,7.5
19913,2009-07-17,7500000,60722734,9369999.999999998,48604109.39167557,2009,7.5
19933,1987-07-09,2300000,0,5511764.705882353,0.0,1987,3.91
19959,2009-09-24,80000000,122444772,99946666.66666666,98008088.58057632,2009,7.5
19994,2009-09-18,16000000,31556061,19989333.333333332,25258319.903948776,2009,7.5
19995,2009-12-10,237000000,2787965087,296091999.99999994,2231562236.125934,2009,7.5
19997,1953-01-21,1250000,8500000,19520833.333333332,544290.288153682,1953,0.6
20009,2002-02-01,14000000,6413915,22578313.25301205,3977038.0096051227,2002,5.81
20024,1999-12-03,23000000,10827816,42423228.34645669,5870363.423692636,1999,5.08
20055,2008-09-27,3500000,0,4567548.746518105,0.0,2008,7.18
20065,2007-04-30,4000000,0,5447674.418604651,0.0,2007,6.88
20156,1994-09-24,0,0,0.0,0.0,1994,4.18
20178,2009-08-20,10000000,295750,12493333.333333332,236726.2540021345,2009,7.5
20296,2005-09-16,0,0,0.0,0.0,2005,6.41
20309,2001-03-12,25000000,12320393,41386925.795053,7442201.107790823,2001,5.66
20322,2001-03-23,0,0,0.0,0.0,2001,5.66
20337,2002-08-01,3000000,19184015,4838209.982788296,11895317.7321238,2002,5.81
20352,2010-07-08,69000000,543513985,81942965.77946767,457665458.0202775,2010,7.89
20360,2007-03-27,0,0,0.0,0.0,2007,6.88
20391,1969-10-15,20000000,31678778,131971830.98591548,4800839.355389542,1969,1.42
20406,2007-07-07,0,0,0.0,0.0,2007,6.88
20455,2000-03-17,5500000,16600000,9561224.489795918,9548986.125933832,2000,5.39
20468,1999-01-01,0,0,0.0,0.0,1999,5.08
20483,2004-02-06,18000000,16702864,27159420.28985507,11069881.050160088,2004,6.21
20504,2010-01-14,80000000,157107755,95006337.1356147,132292442.5773746,2010,7.89
20520,2005-01-01,0,0,0.0,0.0,2005,6.41
20526,2010-12-10,170000000,400062763,201888466.41318125,336872486.6670224,2010,7.89
20533,2010-06-18,47000000,10539000,55816223.06717364,8874355.38954109,2010,7.89
20542,2008-12-12,40000000,694782,52200557.10306406,532394.318036286,2008,7.18
20616,2002-09-06,8500000,34411240,13708261.617900172,21337172.2945571,2002,5.81
20653,2008-10-24,7000000,1100000,9135097.49303621,842902.8815368197,2008,7.18
20662,2010-05-12,200000000,310669540,237515842.83903676,261599004.3329776,2010,7.89
20694,2003-06-13,25000000,55443032,38847429.5190713,35679987.509071514,2003,6.03
20697,2000-04-07,24000000,12372410,41721706.86456401,7117106.712913554,2000,5.39
20737,1997-08-01,3000000,23144499,6124183.006535947,11337593.426894344,1997,4.59
20761,1999-12-25,24000000,8434146,44267716.53543307,4572621.310565636,1999,5.08
20763,1992-02-21,35000000,4651977,79024096.38554215,2060374.0181430099,1992,4.15
20764,2008-12-10,2500000,107559,3262534.8189415038,82419.81003201709,2008,7.18
20766,2009-11-25,32000000,27635305,39978666.666666664,22120041.355389543,2009,7.5
20770,1999-09-12,1200000,2600000,2213385.8267716533,1409605.1227321238,1999,5.08
20794,2001-11-23,6000000,2025238,9932862.19081272,1223356.145144077,2001,5.66
20829,2009-07-31,75000000,61458982,93699999.99999999,49193422.09178229,2009,7.5
20856,2009-07-31,45000000,57881056,56219999.99999999,46329553.89541089,2009,7.5
20857,2001-09-14,32000000,40222729,52975265.01766784,24296760.527214516,2001,5.66
20862,1998-01-16,0,0,0.0,0.0,1998,4.69
20943,2009-07-24,38000000,205298907,47474666.666666664,164326766.54215583,2009,7.5
20981,2005-01-01,50000,0,73088.92355694226,0.0,2005,6.41
21014,2006-05-12,0,0,0.0,0.0,2006,6.55
21074,2007-11-16,0,0,0.0,0.0,2007,6.88
21208,2009-07-24,20000000,41596251,24986666.666666664,33294758.004268948,2009,7.5
21283,2009-05-19,0,0,0.0,0.0,2009,7.5
21301,2004-01-20,18000000,65070412,27159420.28985507,43125641.25080043,2004,6.21
21309,1986-08-27,19000000,0,47986522.91105121,0.0,1986,3.71
21311,2000-05-05,34000000,14400327,59105751.39146568,8283645.947705443,2000,5.39
21338,1991-05-17,0,0,0.0,0.0,1991,4.21
21349,1999-11-12,23000000,18653615,42423228.34645669,10113165.869797226,1999,5.08
21355,2000-12-11,57000000,0,99089053.80333951,0.0,2000,5.39
21413,2003-08-22,1000000,0,1553897.180762852,0.0,2003,6.03
21461,2006-01-01,1800000,31517561,2574961.8320610686,22032019.69583778,2006,6.55
21512,1989-10-19,0,882290,0.0,373819.77588046965,1989,3.97
21525,2003-01-23,300000,7808524,466169.1542288556,5025122.702241196,2003,6.03
21610,1981-03-17,5000000,19905359,16852517.98561151,5905752.189967983,1981,2.78
21612,1996-01-26,12500000,1227324,26498868.778280545,578951.1291355389,1996,4.42
21641,2009-03-27,10000000,0,12493333.333333332,0.0,2009,7.5
21724,2009-05-22,25,32,31.23333333333333,25.6136606189968,2009,7.5
21755,2008-09-09,20000000,5530764,26100278.55153203,4238088.102454643,2008,7.18
21765,2003-10-10,17000000,0,26416252.072968487,0.0,2003,6.03
21801,2002-01-01,0,0,0.0,0.0,2002,5.81
21972,2002-07-03,30000000,0,48382099.82788296,0.0,2002,5.81
22007,2008-10-16,0,0,0.0,0.0,2008,7.18
22051,2009-07-29,0,2550863,0.0,2041779.3489861262,2009,7.5
22074,2009-09-06,20000000,17436509,24986666.666666664,13956650.747065103,2009,7.5
22102,1989-03-22,0,0,0.0,0.0,1989,3.97
22215,2009-02-10,23000000,9366227,28734666.666666664,7496979.989327642,2009,7.5
22256,1998-09-11,25000000,777423,49946695.095948815,389126.3468516543,1998,4.69
22267,1999-11-24,38000000,635096,70090551.18110235,344320.9903948773,1999,5.08
22314,1999-08-25,7000000,14011454,12911417.322834644,7596391.282817503,1999,5.08
22327,2009-09-11,18000000,0,22487999.999999996,0.0,2009,7.5
22345,1999-03-12,12000000,36450736,22133858.267716534,19761978.535752404,1999,5.08
22479,1996-08-16,18000000,0,38158371.04072398,0.0,1996,4.42
22488,2006-10-06,0,0,0.0,0.0,2006,6.55
22530,2008-01-01,0,0,0.0,0.0,2008,7.18
22538,2010-07-27,60000000,47664559,71254752.85171102,40135898.667022415,2010,7.89
22556,2008-12-17,15000000,317000,19575208.913649023,242909.2849519744,2008,7.18
22597,2000-02-01,1000000,1744858,1738404.452690167,1003712.3393810032,2000,5.39
22600,2008-02-11,0,0,0.0,0.0,2008,7.18
22617,2000-09-01,2000000,1075504,3476808.905380334,618673.0586979722,2000,5.39
22787,2009-09-09,40000000,12206028,49973333.33333333,9770033.084311634,2009,7.5
22794,2009-09-17,100000000,242988466,124933333.33333331,194494503.2017076,2009,7.5
22796,1998-09-11,20000000,18253415,39957356.076759055,9136447.849519746,1998,4.69
22798,2009-09-13,15000000,16633035,18739999.999999996,13313528.548559234,2009,7.5
22803,2009-10-15,53000000,126690726,66214666.66666666,101406664.35432231,2009,7.5
22804,2009-10-22,11000000,68233629,13742666.666666664,54616031.75026681,2009,7.5
22805,2009-01-21,0,0,0.0,0.0,2009,7.5
22820,2009-09-30,10000000,0,12493333.333333332,0.0,2009,7.5
22821,2009-11-24,8000000,10629321,9994666.666666666,8507994.39701174,2009,7.5
22824,2009-11-06,10000000,42333295,12493333.333333332,33884707.84418357,2009,7.5
22825,2009-09-17,30000000,33333531,37479999.99999999,26681054.695837785,2009,7.5
22832,2009-09-29,40000000,60462347,49973333.33333333,48395688.633938104,2009,7.5
22881,2009-11-20,29000000,309208309,36230666.666666664,247498646.4781217,2009,7.5
22894,2010-01-21,26000000,67918658,30877059.569074776,57190844.35645678,2010,7.89
22897,2009-12-23,85000000,219103655,106193333.33333331,175376458.11099255,2009,7.5
22907,2010-08-26,32000000,69055695,38002534.85424588,58148285.33084312,2010,7.89
22908,1999-08-23,0,0,0.0,0.0,1999,5.08
22913,1997-08-31,0,0,0.0,0.0,1997,4.59
22947,2009-09-05,25000000,163670000,31233333.33333333,131005869.7972252,2009,7.5
22949,2009-11-24,35000000,92219310,43726666.666666664,73814815.90181431,2009,7.5
22954,2009-12-10,60000000,122233971,74959999.99999999,97839357.79082179,2009,7.5
22970,2012-04-12,30000000,66486080,35314070.35175879,56481237.65208111,2012,7.96
22971,2010-02-04,25000000,114977104,29689480.354879595,96816366.1216649,2010,7.89
22972,2010-03-11,100000000,94882889,118757921.41951838,79896050.60939167,2010,7.89
23048,2010-03-26,36000000,64572262,42752851.71102662,54373014.64034152,2010,7.89
23049,2009-02-06,17000000,20455276,21238666.666666664,16372953.041622201,2009,7.5
23069,1974-10-17,0,0,0.0,0.0,1974,1.87
23082,2009-09-13,18500000,31912793,23112666.666666664,25543857.790821776,2009,7.5
23168,2010-09-15,37000000,154026136,43940430.9252218,129697568.09391676,2010,7.89
23169,2010-03-12,16000000,56032889,19001267.42712294,47182443.352187835,2010,7.89
23172,2010-01-15,28000000,45236543,33252217.997465145,38091389.99679829,2010,7.89
23330,1970-05-13,3716946,5000000,22469538.07741935,827107.7908217717,1970,1.55
23367,2009-08-06,20000000,5210988,24986666.666666664,4171014.941302028,2009,7.5
23398,2009-12-21,75000000,443140005,93699999.99999999,354701177.96157956,2009,7.5
23479,1976-04-07,35000000,35323292,153967136.15023476,8029734.467449306,1976,2.13
23483,2010-03-22,28000000,96188903,33252217.997465145,80995778.51334044,2010,7.89
23531,2000-09-01,3000000,0,5215213.358070501,0.0,2000,5.39
23570,1996-05-03,8000000,5656388,16959276.018099546,2668221.447171825,1996,4.42
23618,2000-08-18,13000000,38251106,22599257.88497217,22003571.114194237,2000,5.39
23629,2011-03-24,82000000,89792502,96890290.03783102,75993013.96584845,2011,7.93
23631,2010-09-01,20000000,31327899,23751584.283903673,26379628.93383138,2010,7.89
23655,2000-06-08,0,0,0.0,0.0,2000,5.39
23685,2001-02-23,75000000,5409517,124160777.385159,3267648.4759871936,2001,5.66
23706,2009-09-04,15000000,40105542,18739999.999999996,32101554.42902882,2009,7.5
23730,1984-08-31,1250000,3412497,3485863.095238095,1223691.560298826,1984,3.36
23742,2010-02-26,30000000,55583804,35627376.42585551,46804291.73532551,2010,7.89
23759,2010-02-15,12000000,6814789,14250950.570342205,5738386.895410886,2010,7.89
23827,2007-09-14,15000,193355800,20428.77906976744,141973095.4108858,2007,6.88
23963,2009-03-06,1500000,32000,1873999.9999999998,25613.6606189968,2009,7.5
23988,2009-10-27,108,0,134.928,0.0,2009,7.5
24021,2010-06-23,68000000,698491347,80755386.5652725,588164005.1045891,2010,7.89
24034,2004-01-16,10000000,0,15088566.82769726,0.0,2004,6.21
24055,2005-01-17,15000,0,21926.67706708268,0.0,2005,6.41
24066,1999-12-03,1700000,1943649,3135629.9212598423,1053760.6104589116,1999,5.08
24071,1999-09-24,0,0,0.0,0.0,1999,5.08
24100,2000-10-27,22000000,13555988,38244897.95918367,7797948.27321238,2000,5.39
24113,2001-04-27,90000000,10372291,148992932.86219078,6265439.387406617,2001,5.66
24126,1993-05-01,3000000,3902679,6789855.072463768,1724342.6958377804,1993,4.14
24137,1999-04-15,14000000,18535191,25822834.64566929,10048961.609391676,1999,5.08
24150,2009-08-28,15000000,39421467,18739999.999999996,31554002.401280686,2009,7.5
24206,1996-06-26,15000000,76382,31798642.533936653,36030.7833511206,1996,4.42
24226,1982-12-08,16000000,53977250,50993197.27891156,16936298.292422626,1982,2.94
24227,1993-05-14,3000000,1200000,6789855.072463768,530202.7748132338,1993,4.14
24264,1984-08-17,25000000,5778353,69717261.90476191,2072066.8175026681,1984,3.36
24266,1982-03-02,3500000,20659423,11154761.904761903,6482252.254002135,1982,2.94
24356,2003-08-08,0,0,0.0,0.0,2003,6.03
24363,2005-04-15,0,0,0.0,0.0,2005,6.41
24418,2009-10-23,40000000,28169671,49973333.33333333,22547762.273212384,2009,7.5
24420,2009-08-14,39000000,101229792,48723999.99999999,81027048.02561367,2009,7.5
24428,2012-04-25,220000000,1519557910,258969849.24623114,1290894446.488794,2012,7.96
24432,2006-02-24,20000000,27450189,28610687.022900764,19188766.0565635,2006,6.55
24438,2009-12-17,58000000,85280250,72461333.33333333,68260605.65635006,2009,7.5
24469,2009-05-14,3000000,2357852,3747999.9999999995,1887288.153681964,2009,7.5
24575,1980-01-01,36000000,7000000,125397769.51672861,2009605.122732124,1980,2.69
24621,2003-04-16,0,6126237,0.0,3942498.3041622206,2003,6.03
24662,1997-03-26,32000000,3566637,65324618.736383446,1747157.2924226255,1997,4.59
24663,2009-02-07,0,0,0.0,0.0,2009,7.5
24664,2000-10-06,0,0,0.0,0.0,2000,5.39
24684,2009-10-29,7500000,26096852,9369999.999999998,20888622.19850587,2009,7.5
24746,1998-09-18,2000000,124494,3995735.6076759053,62313.43223052296,1998,4.69
24747,2004-04-30,0,0,0.0,0.0,2004,6.21
24748,1963-05-29,2500000,10000000,27558823.529411763,907150.4802561366,1963,0.85
24803,2009-08-06,40000000,129540499,49973333.33333333,103687699.3062967,2009,7.5
24869,2009-01-23,250000,0,312333.3333333333,0.0,2009,7.5
24913,1986-03-27,5000000,0,12628032.345013475,0.0,1986,3.71
24940,2001-02-02,14000000,10424470,23176678.44522968,6296958.399146212,2001,5.66
24961,1978-10-24,24000000,21049053,96102564.1025641,5256647.173959445,1978,2.34
24973,1954-08-25,5000000,15000000,104111111.11111109,720384.2049092851,1954,0.45
24977,2000-05-05,0,21268532,0.0,12234513.071504803,2000,5.39
24985,2002-01-01,7000000,0,11289156.626506025,0.0,2002,5.81
25066,1995-05-24,6000000,12000000,12924137.931034481,5570971.184631804,1995,4.35
25113,1981-05-22,0,50427646,0.0,14961457.40448239,1981,2.78
25132,2009-08-21,40000000,28972508,49973333.33333333,23190374.599786557,2009,7.5
25166,2000-03-03,16000000,15427192,27814471.24304267,8874339.9018143,2000,5.39
25186,2009-10-16,10000000,9069,12493333.333333332,7259.071504802562,2009,7.5
25189,1996-11-15,42000000,0,89036199.09502262,0.0,1996,4.42
25195,2010-01-08,19000000,29922472,22564005.069708493,25196190.403415155,2010,7.89
25196,2009-12-16,7000000,39462438,8745333.333333332,31586796.69156884,2009,7.5
25208,2001-01-19,0,0,0.0,0.0,2001,5.66
25212,2000-03-10,0,0,0.0,0.0,2000,5.39
25248,2004-09-11,0,489389,0.0,324344.2572038421,2004,6.21
25312,2005-08-05,0,0,0.0,0.0,2005,6.41
25350,2004-09-14,10000000,0,15088566.82769726,0.0,2004,6.21
25379,2004-02-20,12500000,1775619,18860708.534621574,1176797.6510138742,2004,6.21
25388,1977-09-08,0,0,0.0,0.0,1977,2.23
25428,2003-10-05,0,0,0.0,0.0,2003,6.03
25461,2002-05-16,800000,2816116,1290189.3287435456,1746172.2475987193,2002,5.81
25462,2001-09-07,6000000,0,9932862.19081272,0.0,2001,5.66
25520,2000-09-23,10000000,5164404,17384044.52690167,2970772.418356457,2000,5.39
25636,1999-09-05,2500000,1300000,4611220.472440944,704802.5613660619,1999,5.08
25643,2009-09-18,18000000,36133014,22487999.999999996,28921836.17929563,2009,7.5
25678,1987-05-01,0,0,0.0,0.0,1987,3.91
25704,2009-08-21,15000000,6405245,18739999.999999996,5126930.362860193,2009,7.5
25719,1997-08-22,3000000,302204,6124183.006535947,148038.03201707578,1997,4.59
25763,1977-09-10,17000000,8720000,71430493.2735426,2075304.1622198506,1977,2.23
25769,2009-09-04,0,5802422,0.0,4644414.62113127,2009,7.5
25786,2004-11-23,0,0,0.0,0.0,2004,6.21
25793,2009-11-06,10000000,47536959,12493333.333333332,38049860.45891143,2009,7.5
25941,2009-11-11,7300000,10329747,9120133.333333332,8268207.310565636,2009,7.5
25968,2009-05-16,9000000,0,11243999.999999998,0.0,2009,7.5
25975,2005-08-05,0,0,0.0,0.0,2005,6.41
25983,2009-04-25,0,0,0.0,0.0,2009,7.5
26022,2010-02-12,12000000,42345360,14250950.570342205,35656871.97438634,2010,7.89
26039,1967-08-30,2500000,3200000,19520833.333333332,409818.5699039488,1967,1.2
26171,2009-12-04,21000000,16443609,26235999.999999996,13161906.883671293,2009,7.5
26268,1966-02-23,3500000,12000000,30087155.963302746,1395944.5037353258,1966,1.09
26306,1997-01-24,8000000,589304,16331154.684095861,288677.19957310567,1997,4.59
26320,2009-09-03,0,9975737,0.0,7984848.18569904,2009,7.5
26352,1994-11-23,10000000,29392418,22416267.94258373,13112092.554962648,1994,4.18
26367,2009-09-11,0,0,0.0,0.0,2009,7.5
26371,1987-09-18,0,2438304,0.0,1017477.9765208112,1987,3.91
26379,2009-12-04,3250000,0,4060333.333333333,0.0,2009,7.5
26388,2010-09-24,1987650,19152480,2360491.825095057,16127328.409818571,2010,7.89
26389,2010-02-05,52000000,52826594,61754119.13814955,44482585.556029886,2010,7.89
26390,2009-01-16,17000000,29536299,21238666.666666664,23641648.078975458,2009,7.5
26428,2009-05-17,70000000,39041505,87453333.33333333,31249870.597652085,2009,7.5
26466,2009-10-16,12000000,1594955,14991999.999999998,1276644.8772678764,2009,7.5
26486,2004-09-24,0,0,0.0,0.0,2004,6.21
26518,2006-01-01,300000,0,429160.30534351146,0.0,2006,6.55
26602,2001-08-22,34000000,19693891,56286219.08127208,11896203.101387408,2001,5.66
26618,1998-09-25,8000000,0,15982942.430703621,0.0,1998,4.69
26665,2000-07-05,0,0,0.0,0.0,2000,5.39
26672,1993-09-23,28000000,669276,63371980.676328495,295709.9935965849,1993,4.14
26673,2009-01-01,0,0,0.0,0.0,2009,7.5
26688,2009-09-09,12500000,27206120,15616666.666666664,21776510.138740662,2009,7.5
26710,2004-01-09,12000000,18490423,18106280.193236712,12254591.977588048,2004,6.21
26748,1996-06-21,5000000,13269963,10599547.511312217,6259683.720384205,1996,4.42
26791,2001-03-30,1000000,852206,1655477.03180212,514779.71824973327,2001,5.66
26837,2009-07-29,0,0,0.0,0.0,2009,7.5
26843,1981-04-17,35000000,1500000,117967625.89928058,445037.3532550694,1981,2.78
26899,2003-01-17,800000,62852,1243117.7446102817,40447.97865528282,2003,6.03
