id,budget,revenue,release_date,adjusted_revenue,year,cost_per_ticket,adjusted_budget,num_of_ticket_sold
11959,5000000,0,1989-07-21,0.0,1989,3.97,11801007.55667506,0.0
11971,11000000,22551000,1993-05-07,51039340.57971014,1993,4.14,24896135.26570048,5447101.449275362
11983,65000000,0,2000-12-08,0.0,2000,5.39,112996289.42486085,0.0
12079,2000000,0,2002-06-01,0.0,2002,5.81,3225473.321858864,0.0
12085,0,0,2008-01-17,0.0,2008,7.18,0.0,0.0
12096,65000000,158851357,2006-01-18,227242322.9145038,2006,6.55,92984732.82442749,24252115.572519086
12117,80000000,0,1999-06-04,0.0,1999,5.08,147559055.1181102,0.0
12183,0,0,2005-08-03,0.0,2005,6.41,0.0,0.0
12184,35000000,78269970,2008-02-28,102143400.96100277,2008,7.18,45675487.46518105,10901110.027855154
12192,8000000,0,2008-04-11,0.0,2008,7.18,10440111.420612812,0.0
12245,14100000,0,2008-01-18,0.0,2008,7.18,18400696.378830083,0.0
12247,0,0,2007-10-01,0.0,2007,6.88,0.0,0.0
12271,7000000,0,2006-12-29,0.0,2006,6.55,10013740.458015267,0.0
12312,38000000,24516772,2001-12-21,40586952.93992932,2001,5.66,62908127.20848056,4331585.1590106
12400,7000000,0,2008-04-07,0.0,2008,7.18,9135097.49303621,0.0
12410,0,0,2008-12-11,0.0,2008,7.18,0.0,0.0
12454,9000000,0,2002-05-17,0.0,2002,5.81,14514629.948364887,0.0
12479,12000000,0,1999-02-13,0.0,1999,5.08,22133858.267716534,0.0
12484,5000000,0,2001-04-27,0.0,2001,5.66,8277385.159010599,0.0
12486,0,0,2006-12-01,0.0,2006,6.55,0.0,0.0
12506,29000000,25899797,1987-11-05,62066776.95396419,1987,3.91,69496163.68286444,6623989.002557545
12509,6,8,2000-09-06,13.907235621521336,2000,5.39,10.430426716141001,1.4842300556586272
12586,0,0,2006-09-09,0.0,2006,6.55,0.0,0.0
12596,33000000,8408835,1999-04-23,15509996.840551179,1999,5.08,60868110.236220464,1655282.4803149607
12612,0,0,2004-05-01,0.0,2004,6.21,0.0,0.0
12621,9000000,4886216,2008-01-21,6376579.933147632,2008,7.18,11745125.348189414,680531.4763231198
12637,14000000,16400000,1977-06-21,68909417.04035874,1977,2.23,58825112.10762332,7354260.0896860985
12658,23000000,38689940,2001-03-30,64050307.03180211,2001,5.66,38075971.731448755,6835678.445229682
12703,10000000,365734,2004-08-27,551840.190016103,2004,6.21,15088566.82769726,58894.36392914654
12770,0,0,2002-09-13,0.0,2002,5.81,0.0,0.0
12783,17759769,43306325,2008-09-05,56515357.27715877,2008,7.18,23176745.895543173,6031521.587743733
12797,20000000,27074492,2008-09-19,35332589.14206128,2008,7.18,26100278.55153203,3770820.612813371
12877,0,0,2004-09-29,0.0,2004,6.21,0.0,0.0
12920,0,0,2005-09-10,0.0,2005,6.41,0.0,0.0
13007,0,0,2008-10-01,0.0,2008,7.18,0.0,0.0
13066,0,0,2006-01-01,0.0,2006,6.55,0.0,0.0
13074,0,0,2007-06-14,0.0,2007,6.88,0.0,0.0
13079,8000000,0,2007-09-08,0.0,2007,6.88,10895348.837209301,0.0
13121,2000000,2340110,2007-01-19,3187039.345930232,2007,6.88,2723837.2093023253,340132.26744186046
13132,0,0,2003-08-01,0.0,2003,6.03,0.0,0.0
13156,0,0,2003-09-19,0.0,2003,6.03,0.0,0.0
13158,0,0,2007-04-13,0.0,2007,6.88,0.0,0.0
13159,20000000,25000167,2007-05-11,34048192.556686044,2007,6.88,27238372.09302325,3633745.2034883723
13160,10000000,0,2008-02-01,0.0,2008,7.18,13050139.275766015,0.0
13166,14000000,14343028,2001-04-18,23744553.420494698,2001,5.66,23176678.44522968,2534103.886925795
13173,0,0,2007-08-03,0.0,2007,6.88,0.0,0.0
13187,0,0,1965-12-09,0.0,1965,1.01,0.0,0.0
13193,0,0,2004-01-21,0.0,2004,6.21,0.0,0.0
13198,0,0,2006-01-24,0.0,2006,6.55,0.0,0.0
13201,0,0,2002-05-03,0.0,2002,5.81,0.0,0.0
13250,20000000,0,2007-07-27,0.0,2007,6.88,27238372.09302325,0.0
13260,0,33472850,2008-02-28,43682535.44568244,2008,7.18,0.0,4661956.824512535
13363,200000,0,2007-06-10,0.0,2007,6.88,272383.72093023255,0.0
13403,0,0,2001-07-20,0.0,2001,5.66,0.0,0.0
13411,15000000,34000000,2003-04-10,52832504.14593697,2003,6.03,23308457.71144278,5638474.295190712
13429,0,0,2008-07-18,0.0,2008,7.18,0.0,0.0
13498,40000000,21577624,2005-02-25,31541706.221528854,2005,6.41,58471138.845553815,3366243.9937597504
13503,0,0,2001-11-30,0.0,2001,5.66,0.0,0.0
13510,12850990,3984669,2008-09-12,5200048.541782729,2008,7.18,16770720.93314763,554967.8272980502
13516,0,0,2007-09-27,0.0,2007,6.88,0.0,0.0
13518,0,0,2008-11-14,0.0,2008,7.18,0.0,0.0
13538,0,0,2007-04-27,0.0,2007,6.88,0.0,0.0
13539,15000000,10873148,2000-03-23,18901928.897959184,2000,5.39,26076066.790352505,2017281.6326530613
13551,0,0,2006-11-07,0.0,2006,6.55,0.0,0.0
13569,0,0,2006-12-01,0.0,2006,6.55,0.0,0.0
13576,60000000,261200000,2009-10-28,326325866.6666666,2009,7.5,74959999.99999999,34826666.666666664
13579,0,0,2008-08-22,0.0,2008,7.18,0.0,0.0
13649,0,7000000,2007-08-17,9533430.232558139,2007,6.88,0.0,1017441.8604651163
13673,60000000,0,2004-11-24,0.0,2004,6.21,90531400.96618356,0.0
13682,20000000,52900000,2005-02-11,77328081.12324491,2005,6.41,29235569.422776908,8252730.109204368
13689,0,0,2006-03-30,0.0,2006,6.55,0.0,0.0
13768,15000000,19158074,2002-10-11,30896928.292598967,2002,5.81,24191049.91394148,3297430.9810671257
13776,0,0,1982-04-02,0.0,1982,2.94,0.0,0.0
13778,0,0,2003-09-05,0.0,2003,6.03,0.0,0.0
13785,0,0,2000-09-19,0.0,2000,5.39,0.0,0.0
13816,0,0,2006-08-25,0.0,2006,6.55,0.0,0.0
13824,0,0,1999-10-08,0.0,1999,5.08,0.0,0.0
13849,0,0,2008-02-07,0.0,2008,7.18,0.0,0.0
13853,15000000,1953732,1986-01-17,4934358.177897573,1986,3.71,37884097.03504043,526612.3989218329
13908,0,43411001,2002-08-02,70010512.80034423,2002,5.81,0.0,7471772.977624785
13919,0,0,2005-06-08,0.0,2005,6.41,0.0,0.0
13963,0,321952,1978-05-01,1289183.8632478632,1978,2.34,0.0,137586.32478632478
13982,0,0,1997-04-18,0.0,1997,4.59,0.0,0.0
13983,0,0,2007-01-21,0.0,2007,6.88,0.0,0.0
13994,0,2945242,2005-09-13,4305291.347893915,2005,6.41,0.0,459476.1310452418
14014,0,0,2007-04-01,0.0,2007,6.88,0.0,0.0
14022,23000,1228108,1990-07-27,2720418.9030732857,1990,4.23,50947.99054373522,290332.8605200945
14033,17000000,4299141,2001-09-06,7117129.181978798,2001,5.66,28143109.54063604,759565.5477031802
14034,60000000,32095318,2001-05-31,53133061.77738515,2001,5.66,99328621.90812719,5670550.883392226
14043,0,0,2007-06-15,0.0,2007,6.88,0.0,0.0
14048,0,2957978,2008-07-25,3860202.4874651805,2008,7.18,0.0,411974.651810585
14054,0,414404,2008-03-07,540802.991643454,2008,7.18,0.0,57716.43454038997
14057,9000000,0,2005-09-01,0.0,2005,6.41,13156006.240249608,0.0
14114,0,0,2004-01-30,0.0,2004,6.21,0.0,0.0
14120,10000000,12128105,2005-12-02,17728602.784711387,2005,6.41,14617784.711388454,1892060.062402496
14137,0,0,2006-09-15,0.0,2006,6.55,0.0,0.0
14156,0,0,2008-06-13,0.0,2008,7.18,0.0,0.0
14164,100000000,57497699,2009-04-01,71833791.95066665,2009,7.5,124933333.33333331,7666359.866666666
14195,10000000,0,2000-05-17,0.0,2000,5.39,17384044.52690167,0.0
14202,19400000,26910847,2006-12-09,38496891.051908396,2006,6.55,27752366.41221374,4108526.2595419846
14220,0,6575282,2008-02-01,8580834.587743731,2008,7.18,0.0,915777.4373259053
14284,2000000,0,2007-01-19,0.0,2007,6.88,2723837.2093023253,0.0
14290,0,0,2002-01-12,0.0,2002,5.81,0.0,0.0
14293,0,0,2002-06-07,0.0,2002,5.81,0.0,0.0
14295,0,0,2000-11-17,0.0,2000,5.39,0.0,0.0
14299,12000000,8880045,2008-12-05,11588582.402506962,2008,7.18,15660167.130919218,1236775.069637883
14317,35000000,0,2002-12-20,0.0,2002,5.81,56445783.13253012,0.0
14353,8500000,188126,2008-07-18,245507.05013927573,2008,7.18,11092618.384401113,26201.392757660167
14358,0,0,2005-05-13,0.0,2005,6.41,0.0,0.0
14474,5000000,648183,2006-03-30,927248.0473282442,2006,6.55,7152671.755725191,98959.23664122137
14538,0,0,2008-04-03,0.0,2008,7.18,0.0,0.0
14544,0,0,2005-09-23,0.0,2005,6.41,0.0,0.0
14557,14000000,15064946,1998-08-21,30097770.57995735,1998,4.69,27970149.253731336,3212142.004264392
14576,6800000,0,2003-05-18,0.0,2003,6.03,10566500.829187395,0.0
14577,13000000,0,1998-06-12,0.0,1998,4.69,25972281.449893385,0.0
14582,0,0,2008-10-17,0.0,2008,7.18,0.0,0.0
14585,0,0,1997-01-19,0.0,1997,4.59,0.0,0.0
14608,0,0,2007-02-02,0.0,2007,6.88,0.0,0.0
14624,0,3438735,2006-10-20,4919228.541984732,2006,6.55,0.0,524997.7099236641
14629,8000000,0,2000-09-22,0.0,2000,5.39,13907235.621521335,0.0
14655,0,0,2008-11-07,0.0,2008,7.18,0.0,0.0
14662,5000000,5502773,1998-08-14,10993813.008528782,1998,4.69,9989339.019189764,1173299.1471215351
14709,0,0,1999-01-15,0.0,1999,5.08,0.0,0.0
14745,0,15,2008-10-31,19.57520891364902,2008,7.18,0.0,2.0891364902506964
14758,0,0,2008-10-03,0.0,2008,7.18,0.0,0.0
14778,0,0,2001-09-10,0.0,2001,5.66,0.0,0.0
14823,0,449681,2006-12-01,643284.117557252,2006,6.55,0.0,68653.58778625954
14834,0,0,2009-01-09,0.0,2009,7.5,0.0,0.0
14849,5000000,0,2009-02-17,0.0,2009,7.5,6246666.666666666,0.0
14877,11000000,0,2007-05-17,0.0,2007,6.88,14981104.65116279,0.0
14902,0,0,1972-11-09,0.0,1972,1.7,0.0,0.0
14914,0,0,2008-09-07,0.0,2008,7.18,0.0,0.0
14976,0,0,2008-10-03,0.0,2008,7.18,0.0,0.0
15013,0,0,2005-08-17,0.0,2005,6.41,0.0,0.0
15017,10000000,0,2007-12-21,0.0,2007,6.88,13619186.046511626,0.0
15045,26000000,48563556,2004-12-12,73275446.00966182,2004,6.21,39230273.75201288,7820218.357487923
15059,4000000,0,1999-04-29,0.0,1999,5.08,7377952.755905511,0.0
15122,0,0,1999-09-10,0.0,1999,5.08,0.0,0.0
15173,0,0,2002-10-04,0.0,2002,5.81,0.0,0.0
15208,17610801,7005528,2008-07-04,9142311.610027853,2008,7.18,22982340.58077994,975700.2785515321
15237,20000000,0,2004-07-02,0.0,2004,6.21,30177133.65539452,0.0
15239,0,0,1984-05-01,0.0,1984,3.36,0.0,0.0
15250,13000000,0,2007-11-27,0.0,2007,6.88,17704941.860465113,0.0
15365,0,0,2008-02-22,0.0,2008,7.18,0.0,0.0
15389,225000,2900000,1990-08-03,6423877.068557919,1990,4.23,498404.2553191489,685579.196217494
15394,10000000,1271244,2003-05-02,1975382.4676616911,2003,6.03,15538971.807628522,210819.90049751243
15489,130000000,62500000,2000-02-11,108650278.29313543,2000,5.39,225992578.8497217,11595547.309833026
15511,0,0,2008-01-11,0.0,2008,7.18,0.0,0.0
15544,0,54822,2008-12-05,71543.47353760444,2008,7.18,0.0,7635.376044568246
15556,0,0,1999-01-15,0.0,1999,5.08,0.0,0.0
15581,0,0,2007-07-27,0.0,2007,6.88,0.0,0.0
15582,0,0,1987-11-20,0.0,1987,3.91,0.0,0.0
15639,0,0,2006-03-24,0.0,2006,6.55,0.0,0.0
15648,0,0,2005-06-17,0.0,2005,6.41,0.0,0.0
15660,19032261,5000000,1981-09-18,16852517.98561151,1981,2.78,64148304.1618705,1798561.1510791369
15670,0,90508336,2009-02-16,113075081.10933332,2009,7.5,0.0,12067778.133333333
15765,15000000,39100956,1993-06-09,88496608.14492753,1993,4.14,33949275.362318836,9444675.362318842
15800,0,0,1997-10-18,0.0,1997,4.59,0.0,0.0
15907,12000000,0,2005-04-22,0.0,2005,6.41,17541341.653666142,0.0
15983,0,0,1985-09-27,0.0,1985,3.55,0.0,0.0
16005,0,0,2008-09-26,0.0,2008,7.18,0.0,0.0
16016,0,0,2008-09-26,0.0,2008,7.18,0.0,0.0
16028,17000000,0,2002-11-01,0.0,2002,5.81,27416523.235800344,0.0
16096,0,0,1991-10-23,0.0,1991,4.21,0.0,0.0
16110,19000000,19748009,2000-07-26,34330026.77736549,2000,5.39,33029684.601113174,3663823.562152134
16112,0,0,1999-10-01,0.0,1999,5.08,0.0,0.0
16155,0,0,1998-08-17,0.0,1998,4.69,0.0,0.0
16186,0,0,2005-02-25,0.0,2005,6.41,0.0,0.0
16205,0,0,2007-10-09,0.0,2007,6.88,0.0,0.0
16241,0,0,1978-10-05,0.0,1978,2.34,0.0,0.0
16300,0,0,2001-02-16,0.0,2001,5.66,0.0,0.0
16351,0,0,2002-05-20,0.0,2002,5.81,0.0,0.0
16358,6500000,89781,2004-10-15,135466.6618357488,2004,6.21,9807568.43800322,14457.487922705313
16388,0,0,1995-08-09,0.0,1995,4.35,0.0,0.0
16428,0,0,2004-05-14,0.0,2004,6.21,0.0,0.0
16433,0,0,2003-06-18,0.0,2003,6.03,0.0,0.0
16441,8000000,14056528,1982-08-20,44799206.585034005,1982,2.94,25496598.63945578,4781131.972789115
16448,4000000,0,1996-01-31,0.0,1996,4.42,8479638.009049773,0.0
16471,8000000,0,1981-12-25,0.0,1981,2.78,26964028.77697842,0.0
16508,0,0,1999-03-26,0.0,1999,5.08,0.0,0.0
16619,6000000,54766923,1980-09-19,190768055.2081784,1980,2.69,20899628.2527881,20359450.92936803
16633,5100000,0,1980-10-02,0.0,1980,2.69,17764684.014869887,0.0
16642,0,0,1978-09-13,0.0,1978,2.34,0.0,0.0
16653,0,0,2002-01-30,0.0,2002,5.81,0.0,0.0
16857,0,0,2002-06-14,0.0,2002,5.81,0.0,0.0
16858,0,37823676,1979-12-20,141198344.2709163,1979,2.51,0.0,15069193.62549801
16899,0,0,2008-01-01,0.0,2008,7.18,0.0,0.0
16988,0,0,2008-01-25,0.0,2008,7.18,0.0,0.0
16991,0,24007324,2009-04-10,29993150.11733333,2009,7.5,0.0,3200976.533333333
17043,0,33082548,2002-07-26,53353437.99655766,2002,5.81,0.0,5694070.223752152
17044,0,0,1998-09-25,0.0,1998,4.69,0.0,0.0
17170,25000000,16118077,1988-04-01,36746078.22141118,1988,4.11,56995133.819951326,3921673.236009732
17182,20000000,26877589,1996-01-12,56978056.31900453,1996,4.42,42398190.045248866,6080902.488687783
17186,0,3102550,2005-08-16,4535240.795631824,2005,6.41,0.0,484017.16068642744
17187,0,16318449,2002-11-22,26317360.95180723,2002,5.81,0.0,2808683.1325301207
17287,0,0,2006-12-26,0.0,2006,6.55,0.0,0.0
17334,14000000,115592,2008-10-29,150849.16991643453,2008,7.18,18270194.98607242,16099.1643454039
17345,0,0,2003-01-01,0.0,2003,6.03,0.0,0.0
17403,0,0,2003-07-18,0.0,2003,6.03,0.0,0.0
17577,10000000,0,2009-05-26,0.0,2009,7.5,12493333.333333332,0.0
17622,0,0,2008-09-10,0.0,2008,7.18,0.0,0.0
17644,0,0,1998-01-01,0.0,1998,4.69,0.0,0.0
17663,0,0,1985-12-01,0.0,1985,3.55,0.0,0.0
17709,70000000,0,1999-08-27,0.0,1999,5.08,129114173.22834645,0.0
17710,0,0,2002-06-28,0.0,2002,5.81,0.0,0.0
17734,0,0,2001-09-02,0.0,2001,5.66,0.0,0.0
17768,0,0,1966-10-16,0.0,1966,1.09,0.0,0.0
17795,21500000,0,1996-12-20,0.0,1996,4.42,45578054.29864253,0.0
17908,6000000,35547761,2000-01-14,61796386.00556586,2000,5.39,10430426.716141002,6595131.910946197
17994,2000000,7369373,1986-12-31,18612136.121293798,1986,3.71,5051212.938005391,1986353.908355795
17995,0,0,2003-04-04,0.0,2003,6.03,0.0,0.0
18045,500000,0,2005-03-11,0.0,2005,6.41,730889.2355694226,0.0
18065,0,0,2009-02-06,0.0,2009,7.5,0.0,0.0
18074,0,0,2000-09-09,0.0,2000,5.39,0.0,0.0
18147,26000000,0,2006-12-08,0.0,2006,6.55,37193893.129770994,0.0
18191,10000000,0,2005-08-31,0.0,2005,6.41,14617784.711388454,0.0
18238,0,0,2009-03-16,0.0,2009,7.5,0.0,0.0
18276,0,0,2006-05-05,0.0,2006,6.55,0.0,0.0
18292,42000,241816,2000-10-01,420374.0111317254,2000,5.39,73012.98701298701,44863.821892393324
18357,35000000,18012097,2002-07-26,29048769.17211704,2002,5.81,56445783.13253012,3100188.812392427
18442,5000000,0,2004-02-27,0.0,2004,6.21,7544283.41384863,0.0
18480,42000000,0,2009-07-08,0.0,2009,7.5,52471999.99999999,0.0
18516,10000000,0,2008-08-08,0.0,2008,7.18,13050139.275766015,0.0
18530,11500000,0,2009-02-07,0.0,2009,7.5,14367333.333333332,0.0
18570,0,0,2008-09-07,0.0,2008,7.18,0.0,0.0
18602,0,0,2002-01-01,0.0,2002,5.81,0.0,0.0
18616,2000000,0,2008-05-01,0.0,2008,7.18,2610027.855153203,0.0
18632,120000,0,2007-03-03,0.0,2007,6.88,163430.2325581395,0.0
18681,15000000,17589705,1999-09-04,32444003.12007874,1999,5.08,27667322.834645666,3462540.3543307087
18701,0,0,2004-09-03,0.0,2004,6.21,0.0,0.0
18713,0,0,1995-02-03,0.0,1995,4.35,0.0,0.0
18808,14000000,0,2002-01-01,0.0,2002,5.81,22578313.25301205,0.0
18828,24000000,31600000,2001-01-12,52313074.20494699,2001,5.66,39731448.76325088,5583038.86925795
18840,0,0,2005-10-30,0.0,2005,6.41,0.0,0.0
18841,0,0,2001-09-12,0.0,2001,5.66,0.0,0.0
18869,1000000,0,2006-01-01,0.0,2006,6.55,1430534.3511450381,0.0
18885,20000000,11798854,1994-05-06,26448627.26794258,1994,4.18,44832535.88516746,2822692.344497608
18886,35000000,14587732,1991-01-18,32467232.50356294,1991,4.21,77897862.23277909,3465019.4774346794
18975,0,0,1996-07-26,0.0,1996,4.42,0.0,0.0
19052,0,0,1999-11-04,0.0,1999,5.08,0.0,0.0
19150,0,0,2000-08-21,0.0,2000,5.39,0.0,0.0
19153,7500000,5345083,2003-04-23,8305709.404643448,2003,6.03,11654228.85572139,886415.0912106136
19187,1000000,0,2003-01-01,0.0,2003,6.03,1553897.180762852,0.0
19316,0,0,2004-09-12,0.0,2004,6.21,0.0,0.0
19344,900000,0,2006-03-08,0.0,2006,6.55,1287480.9160305343,0.0
19366,22000000,0,2001-04-06,0.0,2001,5.66,36420494.69964664,0.0
19419,0,0,2000-05-12,0.0,2000,5.39,0.0,0.0
19457,0,0,2000-04-27,0.0,2000,5.39,0.0,0.0
19489,0,0,1999-10-08,0.0,1999,5.08,0.0,0.0
19495,25000000,0,2005-07-17,0.0,2005,6.41,36544461.778471135,0.0
19556,0,0,2009-03-13,0.0,2009,7.5,0.0,0.0
19615,0,0,2009-01-01,0.0,2009,7.5,0.0,0.0
19724,55000000,0,2009-06-19,0.0,2009,7.5,68713333.33333333,0.0
19803,0,0,2005-09-02,0.0,2005,6.41,0.0,0.0
19840,18000000,15345201,2009-07-10,19171271.115999997,2009,7.5,22487999.999999996,2046026.8
19844,500000,0,2007-01-01,0.0,2007,6.88,680959.3023255813,0.0
19848,4500000,23261485,1998-04-08,46473371.95095948,1998,4.69,8990405.117270786,4959804.904051173
19904,20000000,31198531,2009-10-16,38977364.729333326,2009,7.5,24986666.666666664,4159804.1333333333
19905,10000000,0,2009-08-14,0.0,2009,7.5,12493333.333333332,0.0
19933,2300000,0,1987-07-09,0.0,1987,3.91,5511764.705882353,0.0
20055,3500000,0,2008-09-27,0.0,2008,7.18,4567548.746518105,0.0
20065,4000000,0,2007-04-30,0.0,2007,6.88,5447674.418604651,0.0
20156,0,0,1994-09-24,0.0,1994,4.18,0.0,0.0
20296,0,0,2005-09-16,0.0,2005,6.41,0.0,0.0
20309,25000000,12320393,2001-03-12,20396127.634275615,2001,5.66,41386925.795053,2176747.8798586573
20322,0,0,2001-03-23,0.0,2001,5.66,0.0,0.0
20360,0,0,2007-03-27,0.0,2007,6.88,0.0,0.0
20406,0,0,2007-07-07,0.0,2007,6.88,0.0,0.0
20455,5500000,16600000,2000-03-17,28857513.914656773,2000,5.39,9561224.489795918,3079777.3654916515
20468,0,0,1999-01-01,0.0,1999,5.08,0.0,0.0
20520,0,0,2005-01-01,0.0,2005,6.41,0.0,0.0
20542,40000000,694782,2008-12-12,906700.1866295263,2008,7.18,52200557.10306406,96766.29526462396
20694,25000000,55443032,2003-06-13,86152771.1177446,2003,6.03,38847429.5190713,9194532.669983417
20770,1200000,2600000,1999-09-12,4795669.2913385825,1999,5.08,2213385.8267716533,511811.0236220472
20862,0,0,1998-01-16,0.0,1998,4.69,0.0,0.0
20981,50000,0,2005-01-01,0.0,2005,6.41,73088.92355694226,0.0
21014,0,0,2006-05-12,0.0,2006,6.55,0.0,0.0
21074,0,0,2007-11-16,0.0,2007,6.88,0.0,0.0
21283,0,0,2009-05-19,0.0,2009,7.5,0.0,0.0
21309,19000000,0,1986-08-27,0.0,1986,3.71,47986522.91105121,0.0
21311,34000000,14400327,2000-05-05,25033592.576994434,2000,5.39,59105751.39146568,2671674.768089054
21338,0,0,1991-05-17,0.0,1991,4.21,0.0,0.0
21355,57000000,0,2000-12-11,0.0,2000,5.39,99089053.80333951,0.0
21413,1000000,0,2003-08-22,0.0,2003,6.03,1553897.180762852,0.0
21461,1800000,31517561,2006-01-01,45086953.67480916,2006,6.55,2574961.8320610686,4811841.374045801
21512,0,882290,1989-10-19,2082382.1914357678,1989,3.97,0.0,222239.29471032743
21641,10000000,0,2009-03-27,0.0,2009,7.5,12493333.333333332,0.0
21724,25,32,2009-05-22,39.97866666666666,2009,7.5,31.23333333333333,4.266666666666667
21765,17000000,0,2003-10-10,0.0,2003,6.03,26416252.072968487,0.0
21801,0,0,2002-01-01,0.0,2002,5.81,0.0,0.0
21972,30000000,0,2002-07-03,0.0,2002,5.81,48382099.82788296,0.0
22007,0,0,2008-10-16,0.0,2008,7.18,0.0,0.0
22051,0,2550863,2009-07-29,3186878.1746666664,2009,7.5,0.0,340115.06666666665
22102,0,0,1989-03-22,0.0,1989,3.97,0.0,0.0
22327,18000000,0,2009-09-11,0.0,2009,7.5,22487999.999999996,0.0
22479,18000000,0,1996-08-16,0.0,1996,4.42,38158371.04072398,0.0
22488,0,0,2006-10-06,0.0,2006,6.55,0.0,0.0
22530,0,0,2008-01-01,0.0,2008,7.18,0.0,0.0
22600,0,0,2008-02-11,0.0,2008,7.18,0.0,0.0
22617,2000000,1075504,2000-09-01,1869660.9424860852,2000,5.39,3476808.905380334,199536.9202226345
22805,0,0,2009-01-21,0.0,2009,7.5,0.0,0.0
22820,10000000,0,2009-09-30,0.0,2009,7.5,12493333.333333332,0.0
22908,0,0,1999-08-23,0.0,1999,5.08,0.0,0.0
22913,0,0,1997-08-31,0.0,1997,4.59,0.0,0.0
23069,0,0,1974-10-17,0.0,1974,1.87,0.0,0.0
23169,16000000,56032889,2010-03-12,66543494.28770596,2010,7.89,19001267.42712294,7101760.329531052
23531,3000000,0,2000-09-01,0.0,2000,5.39,5215213.358070501,0.0
23570,8000000,5656388,1996-05-03,11991030.669683257,1996,4.42,16959276.018099546,1279725.7918552037
23618,13000000,38251106,2000-08-18,66495892.990723565,2000,5.39,22599257.88497217,7096680.148423006
23655,0,0,2000-06-08,0.0,2000,5.39,0.0,0.0
23988,108,0,2009-10-27,0.0,2009,7.5,134.928,0.0
24034,10000000,0,2004-01-16,0.0,2004,6.21,15088566.82769726,0.0
24055,15000,0,2005-01-17,0.0,2005,6.41,21926.67706708268,0.0
24071,0,0,1999-09-24,0.0,1999,5.08,0.0,0.0
24126,3000000,3902679,1993-05-01,8832874.934782607,1993,4.14,6789855.072463768,942676.0869565218
24356,0,0,2003-08-08,0.0,2003,6.03,0.0,0.0
24363,0,0,2005-04-15,0.0,2005,6.41,0.0,0.0
24432,20000000,27450189,2006-02-24,39268438.309923664,2006,6.55,28610687.022900764,4190868.5496183205
24575,36000000,7000000,1980-01-01,24382899.628252786,1980,2.69,125397769.51672861,2602230.4832713753
24621,0,6126237,2003-04-16,9519542.402985074,2003,6.03,0.0,1015959.7014925373
24663,0,0,2009-02-07,0.0,2009,7.5,0.0,0.0
24664,0,0,2000-10-06,0.0,2000,5.39,0.0,0.0
24747,0,0,2004-04-30,0.0,2004,6.21,0.0,0.0
24869,250000,0,2009-01-23,0.0,2009,7.5,312333.3333333333,0.0
24913,5000000,0,1986-03-27,0.0,1986,3.71,12628032.345013475,0.0
24977,0,21268532,2000-05-05,36973310.7309833,2000,5.39,0.0,3945924.3042671615
24985,7000000,0,2002-01-01,0.0,2002,5.81,11289156.626506025,0.0
25113,0,50427646,1981-05-22,169966562.23741007,1981,2.78,0.0,18139441.007194247
25189,42000000,0,1996-11-15,0.0,1996,4.42,89036199.09502262,0.0
25208,0,0,2001-01-19,0.0,2001,5.66,0.0,0.0
25212,0,0,2000-03-10,0.0,2000,5.39,0.0,0.0
25248,0,489389,2004-09-11,738417.8631239935,2004,6.21,0.0,78806.60225442835
25312,0,0,2005-08-05,0.0,2005,6.41,0.0,0.0
25350,10000000,0,2004-09-14,0.0,2004,6.21,15088566.82769726,0.0
25379,12500000,1775619,2004-02-20,2679154.5942028984,2004,6.21,18860708.534621574,285928.9855072464
25388,0,0,1977-09-08,0.0,1977,2.23,0.0,0.0
25428,0,0,2003-10-05,0.0,2003,6.03,0.0,0.0
25462,6000000,0,2001-09-07,0.0,2001,5.66,9932862.19081272,0.0
25636,2500000,1300000,1999-09-05,2397834.6456692913,1999,5.08,4611220.472440944,255905.5118110236
25678,0,0,1987-05-01,0.0,1987,3.91,0.0,0.0
25769,0,5802422,2009-09-04,7249159.218666666,2009,7.5,0.0,773656.2666666667
25786,0,0,2004-11-23,0.0,2004,6.21,0.0,0.0
25968,9000000,0,2009-05-16,0.0,2009,7.5,11243999.999999998,0.0
25975,0,0,2005-08-05,0.0,2005,6.41,0.0,0.0
25983,0,0,2009-04-25,0.0,2009,7.5,0.0,0.0
26171,21000000,16443609,2009-12-04,20543548.843999997,2009,7.5,26235999.999999996,2192481.2
26320,0,9975737,2009-09-03,12463020.758666664,2009,7.5,0.0,1330098.2666666666
26367,0,0,2009-09-11,0.0,2009,7.5,0.0,0.0
26371,0,2438304,1987-09-18,5843199.099744245,1987,3.91,0.0,623607.1611253197
26379,3250000,0,2009-12-04,0.0,2009,7.5,4060333.333333333,0.0
26466,12000000,1594955,2009-10-16,1992630.4466666665,2009,7.5,14991999.999999998,212660.66666666666
26486,0,0,2004-09-24,0.0,2004,6.21,0.0,0.0
26518,300000,0,2006-01-01,0.0,2006,6.55,429160.30534351146,0.0
26618,8000000,0,1998-09-25,0.0,1998,4.69,15982942.430703621,0.0
26665,0,0,2000-07-05,0.0,2000,5.39,0.0,0.0
26673,0,0,2009-01-01,0.0,2009,7.5,0.0,0.0
26710,12000000,18490423,2004-01-09,27899398.310789045,2004,6.21,18106280.193236712,2977523.8325281804
26837,0,0,2009-07-29,0.0,2009,7.5,0.0,0.0
26843,35000000,1500000,1981-04-17,5055755.395683453,1981,2.78,117967625.89928058,539568.3453237411
