imdb_id,average_rating,num_votes
tt0120844,6.4,70788
tt0120857,6.9,11193
tt0120863,7.6,172933
tt0120877,6.2,53512
tt0120878,5.0,1694
tt0120879,7.0,33801
tt0120885,7.2,78958
tt0120889,7.1,102358
tt0120890,6.5,108819
tt0120891,5.0,153225
tt0120902,7.1,101187
tt0120903,7.4,571176
tt0120906,6.9,13828
tt0120907,6.8,93945
tt0120910,7.2,35233
tt0120912,6.2,343991
tt0120913,6.6,58631
tt0120915,6.5,732733
tt0120917,7.4,180804
tt0121164,7.3,245638
tt0121765,6.5,643843
tt0121766,7.5,713398
tt0122151,6.7,153569
tt0122459,6.9,19644
tt0122541,6.8,15149
tt0122690,7.3,172491
tt0122718,6.2,91706
tt0122906,6.0,887
tt0122933,6.7,145868
tt0123755,7.2,212761
tt0124137,5.5,417
tt0124179,5.5,6792
tt0124198,6.4,45001
tt0124298,6.6,59579
tt0124718,6.9,44464
tt0124819,6.2,34711
tt0124879,6.9,20481
tt0125022,6.2,51643
tt0125439,7.1,275983
tt0125664,7.4,124247
tt0125971,6.4,8484
tt0126029,7.8,614634
tt0126261,6.2,2181
tt0126859,5.4,3062
tt0126886,7.2,90229
tt0126916,6.6,31898
tt0126938,6.5,959
tt0127302,6.1,428
tt0127536,7.4,93200
tt0127723,6.5,46011
tt0128214,5.3,312
tt0128278,6.6,31842
tt0128442,7.3,142348
tt0128445,7.7,169420
tt0128853,6.7,195347
tt0129167,8.0,172320
tt0129280,5.5,13063
tt0129290,6.8,105485
tt0129332,7.0,36680
tt0129387,7.1,290993
tt0129923,6.5,1284
tt0130018,4.7,68830
tt0130121,5.9,35300
tt0130623,6.5,53545
tt0131325,6.4,66460
tt0131369,6.1,41611
tt0131436,4.1,2054
tt0131646,4.3,16099
tt0131704,4.2,19352
tt0132245,4.6,39355
tt0132347,6.1,61837
tt0132512,6.0,13008
tt0133093,8.7,1679160
tt0133117,6.3,143
tt0133152,5.7,210442
tt0133240,7.2,103014
tt0133751,6.5,111082
tt0133952,6.4,68506
tt0134067,5.9,18139
tt0134084,5.6,124102
tt0134119,7.4,182456
tt0134154,6.7,12989
tt0134273,6.5,124233
tt0134618,6.7,25552
tt0134619,5.7,20999
tt0134630,6.1,9128
tt0134847,7.1,225521
tt0134983,4.9,17069
tt0137338,6.0,14671
tt0137363,7.2,81686
tt0137494,6.3,107834
tt0137523,8.8,1857759
tt0138097,7.1,214162
tt0138304,5.4,52966
tt0138510,6.2,39894
tt0138524,6.2,91739
tt0138704,7.4,169976
tt0138749,6.9,84739
tt0138862,5.2,399
tt0138946,6.4,20001
tt0138987,5.4,1656
tt0139134,6.8,179434
tt0139239,7.2,67011
tt0139414,5.7,55122
tt0139462,6.3,35827
tt0139615,7.1,2222
tt0139654,7.7,391041
tt0139699,6.5,41783
tt0139809,7.1,67194
tt0140340,7.3,1879
tt0140352,7.8,160115
tt0140397,6.8,8868
tt0141369,4.2,45458
tt0141907,4.5,4657
tt0141926,6.6,77692
tt0142192,6.1,17440
tt0142201,6.2,6666
tt0142342,6.4,200258
tt0142688,6.7,167804
tt0143145,6.4,188627
tt0143746,5.8,2715
tt0144084,7.6,491506
tt0144117,7.8,227285
tt0144120,5.4,52427
tt0144168,6.1,18580
tt0144178,6.5,777
tt0144214,6.4,53692
tt0144528,4.4,48335
tt0144640,6.0,18322
tt0144814,4.7,15566
tt0144964,4.6,19397
tt0145487,7.3,688647
tt0145531,6.2,64507
tt0145653,7.3,20563
tt0145660,6.6,216819
tt0145681,6.7,155004
tt0145893,5.3,13298
tt0146309,7.3,54090
tt0146316,5.8,198036
tt0146336,5.6,60428
tt0146675,5.8,105485
tt0146838,6.9,112256
tt0146882,7.5,168326
tt0146984,6.7,53620
tt0147004,6.9,15735
tt0147612,7.7,66457
tt0147800,7.3,298090
tt0149261,5.9,125285
tt0149624,5.8,12944
tt0149691,6.2,16935
tt0149964,6.6,586
tt0150216,6.8,8784
tt0150377,6.5,75311
tt0151568,7.3,11738
tt0151804,7.7,241834
tt0155197,5.8,1564
tt0155267,6.8,86926
tt0155711,6.5,17767
tt0155776,5.7,24330
tt0156323,5.8,8529
tt0156639,6.2,2323
tt0156812,7.0,19317
tt0156841,4.7,10757
tt0156934,5.3,20015
tt0157472,5.2,13451
tt0157503,6.6,32560
tt0158583,6.4,2569
tt0158622,3.7,21730
tt0158811,6.3,18102
tt0158983,7.7,192204
tt0159097,7.2,144368
tt0159273,6.4,98659
tt0159365,7.2,140046
tt0159421,5.8,2945
tt0160009,5.7,28705
tt0160127,5.5,176397
tt0160184,5.4,24466
tt0160216,6.3,867
tt0160236,3.9,9903
tt0160298,5.4,1183
tt0160399,6.2,22597
tt0160401,6.3,5843
tt0160484,4.9,10388
tt0160862,5.9,84689
tt0160916,6.0,21700
tt0161023,6.7,3246
tt0161081,6.6,117958
tt0161083,5.5,15079
tt0161100,7.1,8482
tt0161743,6.6,373
tt0162222,7.8,525036
tt0162236,6.7,1409
tt0162346,7.3,113156
tt0162348,7.7,2663
tt0162360,6.3,9538
tt0162650,5.9,73484
tt0162677,6.7,36132
tt0162830,7.1,3678
tt0162983,4.9,11849
tt0163025,5.9,296215
tt0163187,5.6,93032
tt0163579,5.3,9249
tt0163651,7.0,376607
tt0163676,4.8,4264
tt0163978,6.7,223484
tt0163983,5.1,13887
tt0163988,6.8,63962
tt0164003,6.0,5017
tt0164052,5.8,123800
tt0164085,6.9,5741
tt0164108,5.7,10439
tt0164114,5.8,18163
tt0164181,7.0,75486
tt0164184,6.4,104467
tt0164334,6.4,77480
tt0164912,5.9,125970
tt0165361,6.2,6121
tt0165710,6.9,35364
tt0165773,7.0,7498
tt0165798,7.5,84676
tt0165831,5.3,3488
tt0165854,7.0,30207
tt0165929,6.1,66845
tt0165982,6.7,49460
tt0166175,6.9,17140
tt0166195,5.1,7276
tt0166276,4.8,16757
tt0166396,7.3,25138
tt0166485,6.7,35721
tt0166813,7.2,65654
tt0166896,8.0,82161
tt0166924,7.9,322650
tt0167190,6.8,306472
tt0167203,5.7,4361
tt0167260,8.9,1645073
tt0167261,8.7,1487738
tt0167404,8.1,912553
tt0167427,5.2,18006
tt0167456,4.3,13121
tt0168192,3.7,254
tt0168446,7.1,3074
tt0168501,6.8,9328
tt0168629,8.0,102409
tt0168786,7.3,33051
tt0169547,8.3,1071064
tt0170016,6.2,216024
tt0171356,5.7,6925
tt0171363,5.0,71789
tt0171433,6.3,49828
tt0171580,6.1,32917
tt0171804,7.5,92409
tt0172156,6.6,232010
tt0172396,7.1,21315
tt0172493,7.3,164778
tt0172495,8.5,1343390
tt0172726,6.1,3494
tt0173390,6.1,809
tt0173716,6.3,13586
tt0173840,6.4,79935
tt0174336,4.5,3941
tt0174480,5.7,25040
tt0174856,7.6,91674
tt0175880,8.0,290085
tt0176269,4.2,27796
tt0176783,5.9,14434
tt0177789,7.3,149960
tt0177971,6.4,156463
tt0179098,6.6,13496
tt0179116,6.7,26854
tt0179626,6.1,48468
tt0180052,3.8,24553
tt0180073,7.3,51643
tt0180093,8.3,768048
tt0180734,6.4,28286
tt0181151,5.6,9050
tt0181316,6.3,75424
tt0181536,7.3,83092
tt0181689,7.6,508931
tt0181739,6.3,32392
tt0181836,5.8,2173
tt0181852,6.3,377712
tt0181865,7.6,195912
tt0181875,7.9,252941
tt0181984,7.0,49445
tt0182000,5.8,6315
tt0182508,6.8,2910
tt0182789,6.9,110461
tt0183505,6.6,222525
tt0183523,5.7,70330
tt0183649,7.0,250997
tt0183659,7.0,26914
tt0183790,6.9,171898
tt0184791,6.1,19196
tt0184858,5.8,37663
tt0184894,6.6,119317
tt0184907,5.1,11649
tt0185014,7.2,61298
tt0185183,2.5,76080
tt0185371,5.7,53471
tt0185431,5.3,99040
tt0185937,6.5,232809
tt0186045,5.7,13463
tt0186151,7.3,101376
tt0186253,6.9,6870
tt0186566,6.4,73589
tt0186719,4.6,133
tt0186975,5.0,14386
tt0187078,6.5,260746
tt0187393,7.2,254787
tt0187738,6.7,200123
tt0187819,5.0,2980
tt0188453,6.1,24483
tt0188674,7.1,23204
tt0188863,5.8,4947
tt0189192,5.8,18297
tt0189998,6.9,40076
tt0190138,6.7,110204
tt0190255,6.4,505
tt0190590,7.7,287359
tt0190865,5.9,58654
tt0191397,6.6,58407
tt0191636,7.1,5301
tt0191754,6.1,45226
tt0192071,5.7,17942
tt0192111,5.5,13856
tt0192255,5.7,9689
tt0192614,5.7,30968
tt0192731,4.3,16166
tt0193560,5.2,5436
tt0195685,7.3,175254
tt0195714,6.7,229985
tt0195778,5.2,8261
tt0195945,6.2,36890
tt0196216,6.7,36972
tt0196229,6.5,246526
tt0196857,5.5,11443
tt0198021,6.8,31748
tt0198386,5.7,4470
tt0198781,8.1,816697
tt0199290,4.8,3190
tt0199626,5.3,21904
tt0199725,7.2,18736
tt0199753,5.7,55435
tt0200027,6.5,26736
tt0200465,7.2,173365
tt0200469,4.0,9751
tt0200530,6.5,5256
tt0200550,5.7,106589
tt0200720,7.0,7098
tt0202402,5.5,9946
tt0202470,6.3,40951
tt0202559,7.6,5444
tt0202677,6.7,31813
tt0203009,7.6,266832
tt0203019,7.2,107184
tt0203119,7.3,55620
tt0203230,7.5,28188
tt0203289,6.6,1579
tt0203408,3.6,5039
tt0204175,5.4,16017
tt0204313,5.2,33517
tt0204626,5.3,25879
tt0204946,6.0,87642
tt0205000,5.7,70956
tt0205461,4.1,3760
tt0206113,6.3,1257
tt0206226,6.2,5532
tt0206275,6.2,57544
tt0206314,6.6,64231
tt0206420,5.3,9954
tt0206634,7.9,465536
tt0207201,6.4,191833
tt0208003,5.2,80957
tt0208092,8.3,783054
tt0208874,6.9,22935
tt0208988,5.2,32658
tt0209144,8.4,1127262
tt0209163,6.4,300930
tt0209475,5.3,76442
tt0209958,6.4,95495
tt0210217,6.4,804
tt0210299,7.2,3245
tt0210616,6.7,19041
tt0210945,7.8,198373
tt0211181,4.9,34831
tt0211443,4.4,50804
tt0211465,6.1,22837
tt0211933,6.5,72531
tt0212338,7.0,311411
tt0212346,6.3,188341
tt0212720,7.2,290487
tt0212974,6.6,4050
tt0213149,6.2,311812
tt0213790,5.2,12494
tt0213985,6.9,2467
tt0215129,6.4,158207
tt0215545,6.5,10512
tt0215750,7.6,244020
tt0216216,5.9,116593
tt0217505,7.5,406466
tt0217630,5.3,26575
tt0217756,5.4,13568
tt0217869,7.3,387531
tt0217894,7.1,598
tt0218043,7.6,8542
tt0218182,6.3,1593
tt0218378,6.4,5996
tt0218619,3.9,8366
tt0218817,6.1,28449
tt0218839,7.5,56130
tt0218922,6.1,53783
tt0218967,6.8,104118
tt0219653,4.9,32111
tt0219854,6.1,40250
tt0219952,5.0,9874
tt0219965,6.5,65444
tt0220099,6.3,17271
tt0220506,4.0,37922
tt0221027,7.6,240936
tt0221218,5.8,33475
tt0221809,7.6,432
tt0222850,6.9,7142
tt0223897,7.2,112817
tt0225071,5.6,22546
tt0227005,6.4,17358
tt0227445,6.8,121252
tt0227538,5.5,108835
tt0227984,6.3,47685
tt0228277,6.2,647
tt0228333,4.9,51170
tt0228750,6.2,54890
tt0229260,4.0,35865
tt0229340,7.3,4882
tt0230011,6.9,104836
tt0230030,6.0,96913
tt0230600,7.6,338043
tt0230838,6.7,85962
tt0231402,4.8,23506
tt0231448,5.7,7003
tt0231775,5.5,21593
tt0232500,6.8,348386
tt0233142,6.0,43873
tt0233469,5.5,71967
tt0233699,5.4,499
tt0234215,7.2,516542
tt0234354,5.8,10661
tt0234829,5.1,15123
tt0235737,7.1,29555
tt0236348,5.4,21728
tt0236388,6.9,5374
tt0236493,6.1,103264
tt0236784,6.1,27965
tt0237572,6.8,53889
tt0238112,5.9,32945
tt0238380,7.4,311794
tt0238546,5.3,52356
tt0238924,7.0,13195
tt0238948,5.5,8026
tt0239395,5.1,56651
tt0239948,5.9,38689
tt0239949,5.0,12611
tt0240200,7.7,14322
tt0240462,4.7,41842
tt0240468,6.2,43457
tt0240510,6.5,32643
tt0240515,4.6,46175
tt0240772,7.7,517077
tt0240890,6.9,103991
tt0240900,5.4,13756
tt0241025,6.2,21160
tt0241303,7.2,177939
tt0241527,7.6,659509
tt0241760,5.9,33739
tt0242193,6.9,34642
tt0242423,5.5,134510
tt0242445,5.6,32025
tt0242508,4.9,4202
tt0242587,7.1,9541
tt0242653,6.8,448726
tt0242998,4.9,25564
tt0243155,6.7,226560
tt0243415,5.3,504
tt0243585,5.5,50454
tt0243736,5.6,70649
tt0244000,6.0,13937
tt0244094,6.3,777
tt0244244,6.5,176251
tt0244970,6.1,23527
tt0245120,5.3,8330
tt0245280,7.5,2157
tt0245562,6.1,65487
tt0245674,5.6,79831
tt0245686,6.0,51461
tt0245803,5.5,47671
tt0245844,7.8,129143
tt0246134,6.1,2129
tt0246460,6.1,205325
tt0246464,6.5,19686
tt0246544,4.9,14029
tt0246578,8.0,740845
tt0246894,3.1,25787
tt0246989,5.4,17483
tt0247199,7.2,36686
tt0247425,7.4,37433
tt0247444,4.7,6329
tt0247638,6.3,128738
tt0247745,7.1,96077
tt0248667,6.8,93752
tt0248845,7.7,31984
tt0249462,7.7,126917
tt0249478,5.6,24435
tt0249516,1.5,9391
tt0249588,2.7,377
tt0250224,6.5,23783
tt0250274,6.5,4285
tt0250310,4.7,12495
tt0250371,6.4,4092
tt0250494,6.3,186149
tt0250687,6.4,108915
tt0250720,5.4,8716
tt0250797,6.7,80519
tt0251114,6.3,50798
tt0251127,6.4,211773
tt0251160,7.1,124219
tt0251736,6.1,78316
tt0252076,5.3,84251
tt0252223,4.8,2453
tt0252299,6.8,23520
tt0252444,7.4,27446
tt0252501,6.9,36735
tt0252866,6.4,240274
tt0253126,6.2,3326
tt0253200,6.9,5549
tt0253474,8.5,731009
tt0253556,6.2,126515
tt0253754,6.4,74089
tt0253798,6.4,16763
tt0253867,5.2,54987
tt0255798,4.8,57177
tt0255819,6.4,13037
tt0256380,5.9,127308
tt0256415,6.2,102652
tt0256524,6.7,37790
tt0257044,7.7,247135
tt0257076,6.0,138081
tt0257106,5.3,149807
tt0257360,7.1,122502
tt0257516,5.0,30546
tt0257568,4.4,29764
tt0257756,6.4,39231
tt0258000,6.8,259409
tt0258038,5.3,13415
tt0258068,7.0,27209
tt0258273,6.7,6895
tt0258463,7.9,509271
tt0258470,5.6,30176
tt0259288,6.1,36713
tt0259324,5.2,223676
tt0259446,6.6,119894
tt0259711,6.9,249098
tt0259974,6.1,6872
tt0260866,6.3,48892
tt0261289,5.4,16757
tt0261392,6.8,148521
tt0261983,6.4,54997
tt0262432,7.3,7808
tt0263488,6.2,111374
tt0263728,4.0,2594
tt0263734,5.7,4250
tt0264395,6.5,59395
tt0264464,8.1,834857
tt0264472,6.5,67030
tt0264616,7.2,77292
tt0264761,6.4,15882
tt0264796,7.5,42875
tt0264935,6.2,53273
tt0265029,5.7,54584
tt0265086,7.7,364619
tt0265087,4.9,38191
tt0265208,6.7,201882
tt0265298,5.4,35142
tt0265349,6.4,76139
tt0265459,6.8,114806
tt0265632,6.6,9504
tt0265651,6.6,17315
tt0265662,6.9,32413
tt0265666,7.6,267170
tt0265808,5.2,12536
tt0266452,6.4,38750
tt0266465,6.1,45157
tt0266489,5.9,55441
tt0266543,8.1,950795
tt0266697,8.1,1002114
tt0266747,2.9,5052
tt0266915,6.6,199967
tt0266971,6.0,2295
tt0266987,7.1,145690
tt0267248,4.9,9208
tt0267626,6.7,59716
tt0267804,5.9,88559
tt0267913,5.1,99826
tt0268126,7.7,178767
tt0268200,6.8,1376
tt0268380,7.5,442772
tt0268397,6.0,30857
tt0268690,7.0,9421
tt0268695,6.0,118555
tt0268978,8.2,850303
tt0268995,6.9,52469
tt0269095,6.1,24199
tt0269341,6.2,6329
tt0269347,6.1,43742
tt0270259,6.3,3579
tt0270288,7.0,83796
tt0270846,1.9,29729
tt0270980,4.7,28233
tt0271020,5.2,532
tt0271027,6.6,60902
tt0271219,6.1,5723
tt0271259,6.4,14232
tt0271367,5.4,52715
tt0272020,7.0,72093
tt0272152,7.4,175213
tt0272207,7.1,38363
tt0272338,7.3,148010
tt0273435,6.2,14030
tt0273517,5.5,18825
tt0273799,5.4,7515
tt0273982,6.9,9632
tt0274166,6.2,148761
tt0274558,7.5,124623
tt0274711,5.5,10982
tt0274812,7.0,83515
tt0275022,3.5,38380
tt0275309,7.7,12303
tt0275847,7.2,168864
tt0276033,4.2,5121
tt0276751,7.0,172945
tt0277027,7.7,143001
tt0277296,5.5,130562
tt0277371,5.7,97811
tt0277434,7.2,130345
tt0278295,5.9,12679
tt0278435,5.8,39914
tt0278488,6.3,53642
tt0278500,6.8,22172
tt0278504,7.2,275585
tt0278731,6.8,35700
tt0278823,6.6,25847
tt0279064,7.5,14065
tt0279111,6.4,15374
tt0279113,6.3,43145
tt0279286,4.2,3959
tt0279331,6.6,20562
tt0279493,5.8,33424
tt0279778,6.1,18114
tt0279781,5.5,13785
tt0279889,5.5,9992
tt0280030,5.8,18552
tt0280460,5.6,14483
tt0280477,7.0,9100
tt0280486,5.6,44811
tt0280491,7.6,23402
tt0280590,5.8,136470
tt0280665,6.2,33831
tt0280707,7.2,80524
tt0280720,5.3,14792
tt0280760,6.9,32028
tt0280778,7.0,17205
tt0281322,6.2,29044
tt0281358,7.4,199494
tt0281373,5.2,25382
tt0281686,7.0,45710
tt0281820,6.5,10038
tt0282120,5.6,14013
tt0282209,5.0,30200
tt0282687,5.8,23185
tt0283003,6.8,36869
tt0283026,5.1,19080
tt0283084,6.6,21148
tt0283111,6.4,103508
tt0283139,7.1,29687
tt0283160,4.5,5333
tt0283323,6.6,147
tt0283426,5.4,15082
tt0283503,6.3,5498
tt0283530,6.9,16537
tt0283632,4.8,12328
tt0284978,6.8,30083
tt0285462,4.9,30320
tt0285531,5.5,88837
tt0285742,7.0,82640
tt0285823,6.4,153820
tt0285861,7.1,12665
tt0286106,6.7,337234
tt0286162,6.5,2631
tt0286179,6.7,3865
tt0286261,7.5,9974
tt0286499,6.6,104418
tt0286716,5.6,251976
tt0286788,5.8,59583
tt0287717,5.2,60956
tt0288045,5.3,39228
tt0288477,5.5,94012
tt0289043,7.6,377243
tt0289765,7.2,252710
tt0289848,5.9,82348
tt0289879,7.6,451915
tt0289992,7.6,109999
tt0290002,6.3,253146
tt0290095,5.4,79349
tt0290145,6.5,3379
tt0290212,4.6,9443
tt0290332,4.8,6642
tt0290334,7.4,512099
tt0291341,6.5,35904
tt0291502,3.6,15778
tt0292644,6.7,49473
tt0293113,6.8,1885
tt0293508,7.2,116355
tt0293564,6.2,153537
tt0293662,6.8,285047
tt0293815,5.8,25657
tt0294357,6.5,26149
tt0294870,6.9,48776
tt0295178,6.2,195752
tt0295254,3.4,20261
tt0295289,5.6,16631
tt0295297,7.4,555720
tt0295427,3.4,22410
tt0295700,6.1,109318
tt0295701,5.9,173228
tt0295725,5.2,2281
tt0296166,6.8,7069
tt0296572,6.7,214638
tt0297037,6.6,8493
tt0297162,4.7,14674
tt0297181,5.4,49262
tt0297284,6.4,58009
tt0297884,7.3,43964
tt0298050,6.7,541
tt0298148,7.2,420326
tt0298203,7.1,250073
tt0298228,7.5,39483
tt0298388,6.5,3889
tt0298482,6.2,5766
tt0298744,6.6,13221
tt0298814,5.5,93686
tt0299172,5.4,20593
tt0299458,6.8,10276
tt0299658,7.2,216144
tt0299863,5.2,207
tt0299930,2.5,45997
tt0300051,6.2,63408
tt0300214,6.8,9289
tt0300471,6.2,100276
tt0300532,5.7,30092
tt0300556,5.7,60350
tt0301199,7.3,40721
tt0301390,6.6,2292
tt0301470,5.6,58501
tt0302674,6.1,17899
tt0302886,7.1,215622
tt0303313,6.5,496
tt0303361,6.6,33215
tt0303714,6.3,29600
tt0303933,5.9,33033
tt0304141,7.9,553411
tt0304415,6.5,77548
tt0304669,5.6,51718
tt0304692,4.3,354
tt0304711,5.2,16935
tt0305206,7.4,47712
tt0305357,4.9,121083
tt0305396,5.4,6366
tt0305669,5.6,34966
tt0305711,5.5,67603
tt0306047,5.5,137652
tt0306069,6.4,1339
tt0306685,5.8,41256
tt0306841,5.5,35855
tt0306892,5.7,3710
tt0307109,7.0,4670
tt0307453,6.0,167166
tt0307901,7.6,169823
tt0307987,7.0,135727
tt0308055,7.0,41037
tt0308208,3.7,19207
tt0308353,4.5,10104
tt0308411,6.5,1754
tt0308506,5.3,19022
tt0308644,7.6,198804
tt0309377,6.4,42127
tt0309593,6.2,152443
tt0309698,7.3,227597
tt0309912,7.1,11700
tt0310281,7.2,26118
tt0310357,6.1,17519
tt0310793,7.9,139779
tt0310910,6.7,33238
tt0311113,7.4,202918
tt0311289,7.0,77855
tt0311429,5.8,168156
tt0311648,7.0,20229
tt0312004,7.4,125712
tt0312329,5.3,6792
tt0312528,4.0,52480
tt0312549,6.9,19174
tt0313300,6.3,1492
tt0313443,6.5,57077
tt0313737,6.1,107671
tt0313792,6.3,29737
tt0313911,5.1,32994
tt0314166,6.0,6562
tt0314331,7.6,437244
tt0314353,6.6,112769
tt0314412,7.5,24184
tt0314676,5.5,8182
tt0315327,6.8,371988
tt0315733,7.6,224738
tt0315824,4.9,17674
tt0315983,7.5,65263
tt0316188,7.2,5251
tt0316356,7.4,66802
tt0316465,6.9,38161
tt0316654,7.3,544651
tt0317132,6.3,10520
tt0317198,6.0,106713
tt0317219,7.1,369499
tt0317303,5.6,63858
tt0317640,6.1,4637
tt0317648,6.7,77352
tt0317705,8.0,657866
tt0317740,7.0,342786
tt0317919,6.9,330739
tt0318081,4.3,18866
tt0318155,5.7,33267
tt0318283,5.6,12943
tt0318374,6.9,32533
tt0318627,6.2,186319
tt0318649,6.0,92357
tt0318761,6.6,20605
tt0318974,6.0,19661
tt0319061,8.0,415628
tt0319262,6.4,415778
tt0319343,7.0,231540
tt0319524,5.6,9189
tt0319829,5.4,4443
tt0320244,6.3,15112
tt0320661,7.2,267336
tt0320691,7.0,253071
tt0322259,5.9,251511
tt0322330,6.2,125510
tt0322589,5.4,43329
tt0322659,6.3,5257
tt0322700,5.3,1780
tt0322802,6.6,81552
tt0323033,5.9,22227
tt0323120,6.3,11940
tt0323572,4.8,3905
tt0323939,6.3,12136
tt0323944,7.1,33400
tt0324127,5.8,18970
tt0324133,6.7,42650
tt0324554,7.0,52839
tt0325258,5.6,13669
tt0325537,5.5,18160
tt0325596,6.1,10384
tt0325703,5.6,130191
tt0325710,7.7,400481
tt0325980,8.0,1015959
tt0326806,5.2,680
tt0326856,4.8,29866
tt0326900,5.1,4065
tt0326905,6.7,21203
tt0327036,5.5,1630
tt0327056,7.9,419893
tt0327084,6.7,160029
tt0327137,7.5,52524
tt0327162,5.3,61110
tt0327247,5.5,54132
tt0327437,5.9,85150
tt0327554,3.4,111091
tt0327597,7.7,198006
tt0327679,6.3,62032
tt0327753,6.5,2516
tt0327850,6.7,101205
tt0328099,5.2,18570
tt0328107,7.7,330006
tt0328538,6.8,79577
tt0328589,6.8,47727
tt0328828,6.3,194808
tt0329028,3.4,37438
tt0329101,5.7,110980
tt0329575,7.3,66975
tt0329691,4.1,27079
tt0329717,5.3,35896
tt0329774,4.5,67321
tt0330099,5.0,13781
tt0330373,7.7,549508
tt0330602,6.7,6327
tt0330793,6.4,149701
tt0331632,5.1,50192
tt0331811,7.2,44929
tt0331933,5.4,22866
tt0331953,5.7,28376
tt0332047,6.2,42437
tt0332280,7.8,521015
tt0332375,6.7,44598
tt0332379,7.1,269422
tt0332452,7.3,489274
tt0332712,4.6,3484
tt0333766,7.4,206717
tt0333780,4.8,61552
tt0335119,6.9,72408
tt0335121,4.8,24855
tt0335245,6.2,99309
tt0335266,7.7,415747
tt0335345,7.2,215201
tt0335438,6.1,138452
tt0335559,5.6,26722
tt0335563,6.6,21295
tt0337563,6.2,167588
tt0337579,5.7,14221
tt0337692,6.1,39914
tt0337697,5.9,37643
tt0337711,5.6,7707
tt0337741,6.7,112092
tt0337876,6.1,34758
tt0337917,5.2,9645
tt0337921,6.5,93389
tt0337978,7.1,389773
tt0337996,6.7,834
tt0338013,8.3,912902
tt0338075,6.0,3361
tt0338094,5.0,43099
tt0338216,5.9,20064
tt0338325,5.8,14580
tt0338337,6.3,103571
tt0338348,6.6,180730
tt0338427,6.3,23314
tt0338459,4.3,55262
tt0338466,5.7,51142
tt0338497,5.1,675
tt0338512,7.1,14497
tt0338751,7.5,334851
tt0339034,2.1,24738
tt0339412,5.5,13805
tt0339419,7.1,4244
tt0339921,5.7,100
tt0340012,7.0,11992
tt0340163,6.6,106810
tt0340376,6.2,4903
tt0340377,7.6,67416
tt0340855,7.3,136640
tt0341540,6.1,764
tt0342258,7.0,98638
tt0342272,6.6,9860
tt0343121,7.9,8987
tt0343135,6.0,126254
tt0343660,6.8,327443
tt0343818,7.1,499409
tt0343996,6.6,9185
tt0344854,6.0,33251
tt0345061,6.2,19968
tt0345074,6.3,7927
tt0345551,7.0,16982
tt0345950,7.1,79391
tt0346156,6.0,81602
tt0346491,5.6,162480
tt0348150,6.0,271068
tt0348333,6.8,90179
tt0348836,5.8,106453
tt0349159,3.0,467
tt0349169,5.7,5840
tt0349205,5.9,94016
tt0349416,6.6,8553
tt0349710,6.5,54771
tt0349825,7.5,48205
tt0349903,6.5,359569
tt0350028,6.0,35390
tt0350194,5.8,1587
tt0350258,7.7,138527
tt0350261,7.0,28983
tt0351283,6.9,367498
tt0351977,6.3,70845
tt0352248,8.0,176330
tt0352277,6.6,10876
tt0354595,6.1,3120
tt0355295,5.9,116123
tt0355702,7.1,52075
tt0356150,6.6,195432
tt0356443,5.1,3360
tt0356453,7.0,895
tt0356470,5.9,81014
tt0356634,5.0,79542
tt0356680,6.3,62316
tt0356721,6.6,62337
tt0356910,6.5,450695
tt0357054,5.6,4108
tt0357110,6.6,11071
tt0357277,4.7,87423
tt0357413,7.2,330687
tt0357470,6.0,4210
tt0357507,4.2,29760
tt0357585,4.6,4526
tt0358082,6.3,133069
tt0358135,6.1,43704
tt0358273,7.8,234476
tt0358349,4.6,14091
tt0359013,5.9,166103
tt0359423,6.7,13179
tt0359517,4.5,7244
tt0359950,7.3,293789
tt0360139,6.1,36375
tt0360201,6.3,60069
tt0360323,6.3,6095
tt0360717,7.2,391743
tt0360916,2.8,3705
tt0361089,5.5,21158
tt0361411,6.2,19933
tt0361467,4.7,27501
tt0361500,4.3,2862
tt0361596,7.5,126382
tt0361696,5.9,26827
tt0361715,7.2,7791
tt0361748,8.3,1270331
tt0361841,5.3,17358
tt0361862,7.7,358903
tt0361925,5.2,12157
tt0362120,5.1,113847
tt0362165,2.2,52581
tt0362227,7.4,407549
tt0362269,7.0,47497
tt0362270,7.3,180342
tt0362478,5.6,88967
tt0363095,6.4,2777
tt0363282,5.0,21899
tt0363473,6.7,14458
tt0363547,7.3,234152
tt0363771,6.9,367199
tt0363988,6.6,182517
tt0364725,6.7,229473
tt0364751,5.9,44479
tt0364970,5.6,93238
tt0365485,6.7,43841
tt0365737,6.9,125863
tt0365748,7.9,512817
tt0365885,6.8,21188
tt0365907,6.5,112764
tt0365929,5.5,37361
tt0365957,3.9,25922
tt0366174,4.7,29190
tt0366444,6.5,774
tt0366548,6.4,170259
tt0366551,7.1,182044
tt0366627,7.1,108572
tt0366780,6.8,22320
tt0367027,6.4,32062
tt0367085,4.5,21735
tt0367089,7.3,78827
tt0367479,6.3,44718
tt0367594,6.6,429410
tt0367631,5.3,14843
tt0367652,4.7,48674
tt0367882,6.1,425893
tt0367959,6.2,104005
tt0368008,6.6,104078
tt0368089,5.5,2985
tt0368222,6.2,11528
tt0368447,6.5,242964
tt0368578,4.7,29564
tt0368709,6.4,67423
tt0368794,6.9,56534
tt0368891,6.9,304665
tt0368933,5.8,74313
tt0368975,5.4,15451
