imdb_id,average_rating,num_votes
tt0079588,7.6,32844
tt0079709,5.7,889
tt0079758,5.5,4453
tt0079826,7.0,7835
tt0079945,6.4,81761
tt0080339,7.7,215156
tt0080453,5.8,63100
tt0080455,7.9,183418
tt0080487,7.3,105281
tt0080492,4.2,3588
tt0080549,7.5,16726
tt0080661,7.1,35617
tt0080678,8.1,220469
tt0080684,8.7,1161014
tt0080745,6.5,51166
tt0080749,6.8,64609
tt0080771,3.7,2668
tt0080855,6.8,13746
tt0081059,8.4,14207
tt0081071,7.0,9939
tt0081283,7.7,47182
tt0081291,7.2,2385
tt0081375,6.2,23566
tt0081398,8.2,322370
tt0081400,5.0,3986
tt0081505,8.4,899812
tt0081534,7.2,26897
tt0081573,6.8,98261
tt0081633,7.0,58741
tt0082085,7.4,44755
tt0082122,4.7,1203
tt0082158,7.2,54921
tt0082198,6.9,137423
tt0082288,6.7,15121
tt0082340,7.2,126742
tt0082398,6.7,92552
tt0082405,6.9,3942
tt0082418,6.1,59525
tt0082467,4.8,3469
tt0082507,4.2,1319
tt0082509,6.7,31762
tt0082517,6.9,45913
tt0082533,6.6,31246
tt0082648,5.1,1901
tt0082694,7.6,166766
tt0082763,5.1,4843
tt0082766,6.7,14385
tt0082817,6.4,17745
tt0082934,6.6,21652
tt0082958,5.6,1043
tt0082971,8.4,885180
tt0082979,7.3,20964
tt0083001,6.2,3234
tt0083113,5.2,1187
tt0083131,6.9,65608
tt0083254,5.5,2554
tt0083630,6.2,20921
tt0083642,6.0,9943
tt0083658,8.1,694708
tt0083722,6.2,19328
tt0083739,6.6,9744
tt0083767,6.9,42468
tt0083833,7.1,18642
tt0083866,7.8,372920
tt0083907,7.5,187534
tt0083929,7.2,94701
tt0083943,6.0,25172
tt0083944,7.7,226809
tt0083972,5.7,47798
tt0083987,8.0,217848
tt0084132,2.6,659
tt0084171,6.3,1108
tt0084296,7.3,8011
tt0084316,3.8,3320
tt0084516,7.3,144685
tt0084522,6.2,38615
tt0084726,7.7,112806
tt0084787,8.1,371795
tt0084805,7.4,98089
tt0084855,7.7,36138
tt0085334,7.9,133024
tt0085407,7.2,62622
tt0085549,6.2,47916
tt0085636,5.0,44023
tt0085811,6.1,30380
tt0085862,6.4,11008
tt0085868,4.9,4068
tt0085871,6.0,673
tt0085995,7.4,97762
tt0086006,6.2,62095
tt0086034,6.6,95780
tt0086066,7.1,75701
tt0086190,8.3,951822
tt0086197,7.8,56288
tt0086250,8.3,742173
tt0086393,5.0,64301
tt0086465,7.5,137015
tt0086491,6.5,33180
tt0086541,7.2,84032
tt0086567,7.1,91094
tt0086582,4.7,1059
tt0086619,6.6,12715
tt0086879,8.3,369563
tt0086960,7.3,164043
tt0086984,6.8,29055
tt0086993,7.1,24775
tt0087015,5.6,10809
tt0087078,5.9,76126
tt0087089,6.6,16597
tt0087130,4.6,1799
tt0087182,6.5,127724
tt0087262,6.1,29370
tt0087277,6.6,70440
tt0087298,6.0,45510
tt0087363,7.3,200194
tt0087428,6.0,7844
tt0087451,5.7,9839
tt0087469,7.6,449944
tt0087538,7.3,197550
tt0087800,7.5,207385
tt0087843,8.4,311979
tt0087892,7.3,17025
tt0087928,6.7,114470
tt0087985,6.4,51277
tt0087995,6.9,34013
tt0088103,4.9,4467
tt0088161,6.3,69364
tt0088170,6.7,74894
tt0088247,8.0,800441
tt0088323,7.4,132557
tt0088727,8.5,19120
tt0088763,8.5,1059888
tt0088846,7.9,187752
tt0088939,7.8,78444
tt0088944,6.7,146598
tt0088993,7.2,63368
tt0089173,4.8,34111
tt0089348,5.5,8890
tt0089444,6.5,2850
tt0089457,7.0,43331
tt0089461,6.9,13009
tt0089489,6.2,22577
tt0089530,6.3,127209
tt0089686,5.5,61806
tt0089755,7.2,72924
tt0089767,7.3,53089
tt0089880,6.5,154865
tt0089893,5.1,38724
tt0089907,7.3,54696
tt0089908,6.8,24752
tt0090022,7.2,38577
tt0090190,6.3,25134
tt0090264,6.4,89034
tt0090327,5.7,6365
tt0090329,7.4,86530
tt0090357,6.8,19485
tt0090555,6.6,92735
tt0090605,8.3,653562
tt0090655,6.2,14516
tt0090728,7.3,123765
tt0090848,5.4,6067
tt0090863,7.0,74998
tt0091080,6.0,38990
tt0091129,6.0,51590
tt0091203,7.1,122278
tt0091225,4.7,43257
tt0091276,5.6,7965
tt0091396,6.0,10048
tt0091419,7.0,66106
tt0091578,6.8,14431
tt0091635,6.0,37516
tt0091671,5.9,2086
tt0091738,6.4,33058
tt0091763,8.1,381719
tt0091860,7.0,15977
tt0091867,7.3,39746
tt0091886,7.4,19406
tt0091934,3.2,4990
tt0091939,6.8,12140
tt0092005,8.1,363851
tt0092007,7.3,79038
tt0092076,5.6,28079
tt0092099,6.9,295987
tt0092240,6.0,14927
tt0092493,5.7,53381
tt0092548,5.0,8083
tt0092615,5.0,3503
tt0092644,6.5,107663
tt0092675,6.8,76955
tt0092695,7.3,23615
tt0092796,6.1,22621
tt0092804,7.4,12501
tt0092991,7.8,148475
tt0093010,6.9,76793
tt0093105,7.3,126137
tt0093177,7.0,104345
tt0093200,7.0,5001
tt0093278,4.4,10264
tt0093300,3.0,41257
tt0093378,6.9,28697
tt0093389,7.7,94530
tt0093428,6.7,89467
tt0093437,7.3,124287
tt0093483,5.8,2624
tt0093512,7.7,16439
tt0093629,6.6,71107
tt0093773,7.8,371819
tt0093779,8.0,394316
tt0093818,7.5,31650
tt0093894,6.7,141418
tt0094012,7.1,172083
tt0094074,3.7,43157
tt0094118,3.4,10621
tt0094226,7.9,282308
tt0094291,7.4,143993
tt0094612,5.5,10146
tt0094721,7.5,264223
tt0094737,7.3,199356
tt0094764,6.5,6369
tt0094799,5.7,7412
tt0094862,6.6,87798
tt0094947,7.6,64637
tt0095016,8.2,794037
tt0095179,5.3,32858
tt0095271,5.9,44115
tt0095354,6.0,392
tt0095484,6.7,6246
tt0095489,7.4,80039
tt0095497,7.5,52382
tt0095631,7.5,75944
tt0095687,5.4,24924
tt0095690,6.3,25542
tt0095742,5.7,50218
tt0095863,6.5,13373
tt0095889,4.7,17034
tt0095904,5.8,3870
tt0095953,8.0,473588
tt0095956,5.8,122022
tt0096054,6.0,6489
tt0096061,7.0,88929
tt0096219,7.3,12603
tt0096256,7.3,110506
tt0096320,6.1,114179
tt0096487,6.9,54753
tt0096754,7.5,162881
tt0096874,7.8,482508
tt0096895,7.5,338883
tt0096928,7.0,118888
tt0096933,6.7,49652
tt0096969,7.2,98506
tt0097165,8.1,426465
tt0097216,8.0,89669
tt0097239,7.3,99538
tt0097388,4.6,33872
tt0097441,7.8,123102
tt0097474,5.1,35030
tt0097499,7.5,28219
tt0097576,8.2,693171
tt0097742,6.6,95097
tt0097815,7.2,62160
tt0097965,6.4,17114
tt0097981,5.2,41091
tt0098084,6.6,94463
tt0098206,6.6,63487
tt0098213,7.4,25601
tt0098273,6.8,38021
tt0098382,5.5,56110
tt0098439,6.4,96136
tt0098503,5.1,6142
tt0098519,5.8,9443
tt0098546,7.0,25884
tt0098622,6.3,15010
tt0098625,6.2,21733
tt0098635,7.6,195933
tt0098724,7.2,50428
tt0098987,6.5,17167
tt0099052,6.4,63464
tt0099088,7.4,406389
tt0099253,5.9,45370
tt0099348,8.0,240576
tt0099371,6.1,79374
tt0099422,6.1,57739
tt0099423,7.2,338669
tt0099487,7.9,447836
tt0099582,6.6,80037
tt0099587,5.8,6401
tt0099653,7.1,197843
tt0099674,7.6,360432
tt0099685,8.7,1022698
tt0099700,6.4,93615
tt0099785,7.6,489431
tt0099810,7.6,180818
tt0099816,6.7,2551
tt0099938,6.2,136799
tt0100142,7.4,9861
tt0100146,4.5,65
tt0100168,6.6,11269
tt0100403,6.3,146929
tt0100405,7.0,290184
tt0100666,5.4,3291
tt0100802,7.5,302832
tt0100814,7.1,120608
tt0100827,6.1,6233
tt0101272,6.9,137357
tt0101412,4.1,2964
tt0101452,6.3,69386
tt0101507,7.8,126286
tt0101540,7.3,174508
tt0101761,7.2,83881
tt0101764,5.6,38046
tt0101889,7.5,79534
tt0101917,4.9,41736
tt0102005,6.2,18599
tt0102057,6.8,235382
tt0102065,5.3,6002
tt0102070,5.8,52535
tt0102138,8.0,142286
tt0102307,6.9,6006
tt0102492,6.9,72541
tt0102494,7.1,50992
tt0102510,6.9,105496
tt0102713,6.8,16305
tt0102744,6.9,19986
tt0102782,5.2,18262
tt0102798,6.9,178610
tt0102915,6.1,16570
tt0102926,8.6,1272386
tt0102943,7.1,19820
tt0102975,7.2,70554
tt0102984,6.0,7038
tt0102989,5.9,566
tt0103060,6.1,51650
tt0103064,8.5,996736
tt0103247,6.7,19664
tt0103639,8.0,374254
tt0103644,6.5,278279
tt0103776,7.0,275031
tt0103855,6.3,119902
tt0103859,5.5,26132
tt0103874,7.4,193149
tt0104036,7.2,51080
tt0104070,6.6,103792
tt0104215,5.4,1133
tt0104257,7.7,235717
tt0104348,7.7,95949
tt0104427,6.6,21405
tt0104431,6.8,311236
tt0104454,7.4,28922
tt0104567,5.8,3708
tt0104691,7.7,150786
tt0104692,5.5,33968
tt0104694,7.3,94070
tt0104714,6.7,157471
tt0104797,7.7,86039
tt0104839,6.1,21457
tt0104850,6.0,22848
tt0104868,6.5,58944
tt0104940,7.7,50341
tt0104952,7.6,107480
tt0105112,6.9,103282
tt0105211,7.0,12451
tt0105217,6.1,14346
tt0105236,8.3,920007
tt0105459,6.2,12511
tt0105695,8.2,376499
tt0105793,7.0,144318
tt0106223,6.2,7815
tt0106226,7.2,53195
tt0106233,6.3,6362
tt0106246,7.1,51107
tt0106308,7.5,162905
tt0106469,8.0,28855
tt0106582,6.4,119971
tt0106611,7.0,93232
tt0106677,7.6,165753
tt0106792,6.0,1866
tt0106918,6.8,120852
tt0106950,5.9,27429
tt0106977,7.8,268018
tt0107007,7.6,26061
tt0107048,8.0,579544
tt0107079,5.9,4141
tt0107120,6.9,103691
tt0107254,4.2,28625
tt0107290,8.1,868780
tt0107362,6.4,137003
tt0107554,7.5,52073
tt0107614,7.0,246357
tt0107616,7.3,45271
tt0107659,6.2,44486
tt0107711,5.7,21775
tt0107719,5.9,1863
tt0107750,6.7,5742
tt0107798,6.6,77318
tt0107818,7.7,224473
tt0107822,7.6,79129
tt0107840,6.1,12850
tt0107943,7.8,66198
tt0107953,5.9,13919
tt0107978,4.1,46002
tt0107983,6.6,13103
tt0108000,7.0,2358
tt0108052,8.9,1215318
tt0108101,7.3,17226
tt0108255,4.1,48784
tt0108308,4.8,30983
tt0108320,6.5,1008
tt0108358,7.8,127031
tt0108399,7.9,207166
tt0108517,5.5,5478
tt0108550,7.8,215364
tt0108551,7.3,16977
tt0109015,4.6,8528
tt0109040,6.9,277518
tt0109190,6.2,46138
tt0109254,5.6,76166
tt0109266,6.3,479
tt0109348,7.4,35519
tt0109444,6.9,89987
tt0109445,7.7,211569
tt0109446,6.8,60556
tt0109504,7.0,9392
tt0109506,7.6,166676
tt0109635,6.1,46500
tt0109686,7.3,353506
tt0109707,7.8,165049
tt0109759,7.0,18070
tt0109813,4.9,75854
tt0109830,8.8,1812530
tt0109831,7.1,139984
tt0110005,7.3,58884
tt0110027,4.5,19881
tt0110057,8.3,24442
tt0110074,7.2,76969
tt0110137,6.5,1331
tt0110148,7.5,295182
tt0110189,4.9,2452
tt0110265,6.5,19648
tt0110322,7.6,149522
tt0110357,8.5,943579
tt0110367,7.3,52397
tt0110399,6.0,6526
tt0110475,6.9,347263
tt0110490,5.8,3825
tt0110622,6.5,97419
tt0110725,4.6,22262
tt0110759,6.6,12006
tt0110857,3.6,31871
tt0110912,8.9,1829154
tt0110944,6.4,4661
tt0110971,6.2,16701
tt0110989,5.4,64338
tt0110997,6.4,41320
tt0111070,6.5,100693
tt0111127,6.8,27055
tt0111143,6.1,23427
tt0111161,9.3,2346808
tt0111255,5.6,62408
tt0111257,7.2,329165
tt0111280,6.6,76590
tt0111301,4.0,66029
tt0111438,5.9,55744
tt0111503,7.2,238054
tt0111686,6.5,51451
tt0111742,6.3,52675
tt0111756,6.7,45688
tt0112281,6.4,202621
tt0112346,6.8,52861
tt0112384,7.6,269629
tt0112389,7.1,3587
tt0112401,6.4,77686
tt0112431,6.8,116837
tt0112442,6.9,240626
tt0112462,5.4,235210
tt0112471,8.1,272801
tt0112573,8.3,960323
tt0112579,7.6,73316
tt0112585,6.6,7433
tt0112641,8.2,467135
tt0112642,6.1,121884
tt0112697,6.8,184808
tt0112715,5.3,42391
tt0112722,6.6,54402
tt0112740,7.3,101979
tt0112760,5.7,26154
tt0112818,7.5,88602
tt0112851,7.2,171494
tt0112864,7.6,364710
tt0112883,6.7,48234
tt0113071,6.0,68466
tt0113101,6.8,98398
tt0113118,7.3,100347
tt0113161,6.9,75925
tt0113189,7.2,239228
tt0113243,6.3,65409
tt0113253,4.8,31478
tt0113321,6.6,12167
tt0113362,7.1,5652
tt0113416,6.5,4311
tt0113419,6.0,26290
tt0113451,5.3,11487
tt0113463,5.8,2794
tt0113540,7.1,73107
tt0113552,5.9,16907
tt0113627,7.5,114689
tt0113749,7.1,116147
tt0113845,5.7,38858
tt0113855,5.8,102597
tt0113862,7.3,35633
tt0113957,6.0,60812
tt0113987,7.1,28825
tt0114069,6.6,120186
tt0114113,6.1,2112
tt0114148,6.7,170974
tt0114194,6.5,29157
tt0114214,6.4,85789
tt0114279,7.4,13746
tt0114287,6.9,40475
tt0114345,5.4,14403
tt0114369,8.6,1447826
tt0114388,7.6,102769
tt0114436,4.9,62570
tt0114508,5.8,74381
tt0114608,6.7,21628
tt0114609,6.4,7125
tt0114614,5.4,30203
tt0114660,6.8,26138
tt0114681,6.8,43747
tt0114709,8.3,888789
tt0114781,5.5,43910
tt0114814,8.5,992642
tt0114825,4.6,21781
tt0114857,5.6,28136
tt0114898,6.2,180463
tt0114906,7.4,31809
tt0115472,5.2,5356
tt0115495,6.1,7590
tt0115632,6.9,19547
tt0115641,6.8,51448
tt0115710,6.0,9162
tt0115725,5.4,6197
tt0115734,7.0,69911
tt0115736,7.3,50646
tt0115759,6.1,90919
tt0115798,6.1,153289
tt0115857,5.7,48011
tt0115907,6.2,19544
tt0115956,6.6,50378
tt0115963,6.4,79608
tt0116040,5.9,66850
tt0116136,6.5,91333
tt0116209,7.4,178939
tt0116213,6.1,103814
tt0116225,5.8,69962
tt0116242,6.7,35374
tt0116250,6.3,34049
tt0116253,6.4,50804
tt0116259,6.2,17055
tt0116260,6.2,13541
tt0116269,5.9,1943
tt0116277,5.9,46189
tt0116313,6.4,43778
tt0116320,5.4,8547
tt0116322,5.3,10243
tt0116324,6.7,17736
tt0116361,6.8,26452
tt0116367,7.2,287374
tt0116378,6.6,8239
tt0116404,6.8,5171
tt0116409,6.9,56396
tt0116410,6.7,10119
tt0116414,5.2,5868
tt0116421,5.4,18811
tt0116477,7.7,36029
tt0116483,7.0,197392
tt0116493,5.9,9638
tt0116583,6.9,142312
tt0116629,7.0,528061
tt0116654,4.6,31129
tt0116695,7.3,243345
tt0116705,5.6,94042
tt0116731,5.7,17261
tt0116743,6.1,9936
tt0116745,6.4,4357
tt0116778,6.9,77159
tt0116905,7.4,28014
tt0116908,6.8,73652
tt0116996,6.3,210256
tt0116999,6.7,25736
tt0117002,5.8,14063
tt0117011,5.5,20311
tt0117039,7.2,29551
tt0117057,6.6,16030
tt0117060,7.1,388311
tt0117104,6.2,6919
tt0117108,6.1,29834
tt0117119,6.5,14123
tt0117218,5.6,109970
tt0117283,4.9,7753
tt0117331,4.9,32351
tt0117333,6.4,74490
tt0117438,6.7,119027
tt0117500,7.4,313863
tt0117509,6.7,210742
tt0117571,7.3,288056
tt0117603,6.9,14322
tt0117608,5.9,21466
tt0117628,6.0,16537
tt0117631,7.7,51398
tt0117653,5.5,3668
tt0117665,7.6,186941
tt0117666,8.0,86921
tt0117705,6.5,163117
tt0117723,5.4,35990
tt0117731,7.6,118164
tt0117765,4.5,43002
tt0117802,7.2,75432
tt0117887,6.9,62423
tt0117891,5.7,4502
tt0117894,5.8,28335
tt0117913,7.5,132945
tt0117918,6.4,46183
tt0117951,8.1,635442
tt0117958,7.1,13827
tt0117998,6.4,177124
tt0118055,6.2,13474
tt0118111,7.5,26932
tt0118113,6.7,3128
tt0118158,6.6,21162
tt0118301,6.1,13455
tt0118541,5.4,9706
tt0118548,6.7,50660
tt0118570,5.2,16591
tt0118571,6.5,180351
tt0118577,3.5,3346
tt0118583,6.2,229464
tt0118589,2.3,21502
tt0118607,7.3,71419
tt0118615,4.8,96931
tt0118617,7.2,112186
tt0118632,7.2,13451
tt0118655,7.0,221481
tt0118665,2.7,25074
tt0118688,3.8,234464
tt0118715,8.1,733604
tt0118717,5.1,353
tt0118736,6.7,6726
tt0118749,7.9,239851
tt0118755,5.9,19977
tt0118771,6.9,49441
tt0118789,7.5,47921
tt0118798,6.8,24678
tt0118829,6.9,7026
tt0118836,2.3,5787
tt0118842,7.2,132277
tt0118863,6.6,10789
tt0118866,6.5,4532
tt0118880,6.9,276523
tt0118883,6.7,93890
tt0118884,7.4,254841
tt0118887,6.9,86367
tt0118901,5.9,1823
tt0118925,6.6,2344
tt0118928,6.0,81904
tt0118929,7.6,188079
tt0118954,7.4,42618
tt0118956,6.1,33454
tt0118971,7.5,332217
tt0118972,6.2,59677
tt0118998,5.4,91486
tt0119008,7.7,279889
tt0119019,7.1,1698
tt0119033,7.0,784
tt0119051,6.9,67835
tt0119080,7.3,8766
tt0119081,6.7,159842
tt0119094,7.2,349806
tt0119116,7.7,434584
tt0119137,5.3,84563
tt0119164,7.2,98845
tt0119173,6.0,73254
tt0119174,7.8,345623
tt0119177,7.8,281131
tt0119190,5.5,71716
tt0119210,6.4,12688
tt0119217,8.3,863039
tt0119227,6.2,9978
tt0119229,7.3,87824
tt0119304,5.1,8068
tt0119313,6.1,24632
tt0119314,6.6,39014
tt0119326,5.4,8686
tt0119338,6.3,1149
tt0119345,5.7,133746
tt0119346,7.0,1810
tt0119349,7.4,53531
tt0119360,6.4,38745
tt0119361,7.2,13075
tt0119395,6.4,106486
tt0119396,7.5,316795
tt0119468,6.6,66477
tt0119485,7.0,26356
tt0119488,8.2,532704
tt0119494,6.2,1910
tt0119502,5.6,2042
tt0119528,6.9,281324
tt0119567,6.6,380043
tt0119572,7.5,3948
tt0119574,6.9,3779
tt0119592,6.3,19196
tt0119643,7.2,215559
tt0119654,7.3,516596
tt0119668,6.6,36810
tt0119670,7.3,12342
tt0119695,6.2,27632
tt0119707,3.7,46921
tt0119738,6.3,129896
tt0119778,6.6,4612
tt0119807,6.7,43871
tt0119822,7.7,276074
tt0119843,6.6,6432
tt0119874,5.9,53985
tt0119905,5.9,6334
tt0119925,6.1,68878
tt0119934,7.2,6593
tt0119937,6.8,6859
tt0119942,6.6,27393
tt0119978,7.2,64324
tt0120004,5.8,25014
tt0120008,6.2,26983
tt0120053,6.3,62632
tt0120082,6.2,157893
tt0120094,6.8,25467
tt0120102,7.1,129544
tt0120107,5.0,4392
tt0120122,6.6,7302
tt0120133,5.4,5143
tt0120148,6.7,63506
tt0120152,6.4,13784
tt0120157,6.1,51780
tt0120169,7.1,7083
tt0120176,7.1,21916
tt0120177,5.3,64127
tt0120179,3.9,74838
tt0120184,6.1,99429
tt0120185,3.5,33239
tt0120188,7.1,160253
tt0120201,7.2,269399
tt0120207,2.8,11259
tt0120210,6.3,967
tt0120255,7.5,32058
tt0120321,7.1,9684
tt0120324,7.5,63726
tt0120338,7.8,1047785
tt0120347,6.5,181642
tt0120363,7.9,528210
tt0120370,6.9,4731
tt0120382,8.1,941553
tt0120390,4.9,10701
tt0120391,7.1,2399
tt0120402,7.0,6744
tt0120461,5.5,72084
tt0120479,4.8,2870
tt0120483,6.7,30384
tt0120484,6.2,149138
tt0120531,4.1,1860
tt0120533,6.3,24258
tt0120577,5.9,31511
tt0120586,8.5,1035966
tt0120587,6.5,146339
tt0120591,6.7,396186
tt0120595,5.7,31641
tt0120598,3.1,3157
tt0120601,7.7,312869
tt0120603,6.0,7063
tt0120609,6.1,28531
tt0120611,7.1,245434
tt0120613,6.6,7958
tt0120618,4.6,7565
tt0120620,6.5,21585
tt0120623,7.2,266840
tt0120630,7.0,177273
tt0120631,7.0,69591
tt0120632,6.7,113747
tt0120633,6.6,27504
tt0120645,4.1,2698
tt0120646,6.4,13114
tt0120647,6.2,164725
tt0120654,6.5,23660
tt0120655,7.3,207792
tt0120657,6.6,116400
tt0120660,7.3,227303
tt0120662,5.1,14616
tt0120663,7.4,303946
tt0120669,7.6,259983
tt0120679,7.4,81495
tt0120681,6.8,146998
tt0120684,7.3,29295
tt0120686,6.8,61074
tt0120689,8.6,1149909
tt0120693,6.7,57987
tt0120696,5.9,32145
tt0120701,4.9,19027
tt0120703,5.7,6882
tt0120709,6.1,1559
tt0120710,5.5,12268
tt0120716,6.6,15060
tt0120722,6.5,4538
tt0120724,4.9,13921
tt0120735,8.2,535926
tt0120737,8.8,1663992
tt0120738,5.2,69412
tt0120744,6.5,156880
tt0120746,6.7,169247
tt0120749,6.2,68685
tt0120751,5.6,27690
tt0120755,6.1,315072
tt0120762,7.6,257289
tt0120764,5.1,12838
tt0120768,7.3,130682
tt0120769,6.1,10337
tt0120770,6.3,57056
tt0120772,6.0,18804
tt0120775,6.1,1075
tt0120776,7.0,11344
tt0120780,7.0,86169
tt0120784,7.1,131574
tt0120791,6.3,72830
tt0120794,7.1,118843
tt0120797,6.0,28287
tt0120800,6.3,15117
tt0120802,7.6,31671
tt0120804,6.7,247776
tt0120813,5.9,3192
tt0120815,8.6,1237800
tt0120824,6.7,31875
tt0120828,5.8,72799
tt0120831,6.6,12038
tt0120832,6.0,75686
tt0120834,6.7,13651
